arch,regime,act,width,width_paper,smooth,seedA,seedB,dnorm,rq_A,rq_mid,rq_B,flen_A,flen_mid,flen_B,lmax_A,lmax_mid,lmax_B,trP_A,trP_mid,trP_B,trP_sem_A,trP_sem_mid,trP_sem_B,align_A,align_mid,align_B,spec_A,spec_mid,spec_B,ov1_mid,top1_mid,src_rq,src_lmax,src_trP,status
ts,mup,swish,4096,4096,1,1,4,200.9947,4.193197e-07,6.878689e-07,3.726379e-07,0.008470020904462933,0.013894562937371947,0.007527074933028828,0.066881,,,,,,,,,,,,6.269638611862861e-06,,,,,02_geodesic,02_geodesic,,ok
ts,mup,swish,4096,4096,1,2,3,202.4777,3.595235e-07,7.29672e-07,3.5687e-07,0.007369731832086096,0.014957261390095296,0.007315338771781441,0.061054000000000004,,,,,,,,,,,,5.888614996560422e-06,,,,,02_geodesic,02_geodesic,,ok
ts,mup,swish,4096,4096,1,2,4,202.4723,3.660544e-07,5.145248e-07,3.588813e-07,0.007503205969791739,0.010546480389160465,0.00735617523681349,0.061054000000000004,,,,,,,,,,,,5.995584236905034e-06,,,,,02_geodesic,02_geodesic,,ok
ts,mup,swish,4096,4096,1,3,4,203.388,3.764625e-07,6.226659e-07,3.563372e-07,0.0077865016106853,0.012878810062805224,0.0073702432028345186,0.066026,,,,,,,,,,,,5.701731136219065e-06,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,64,64,1,0,1,50.9773,0.00944992,0.02042992,0.009634158,12.27868322234064,26.545464505282737,12.518071496476038,1.0678,,,,,,,,,,,,0.008849896984454018,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,64,64,1,0,2,50.3136,0.009667291,0.01581568,0.008596044,12.236172237553351,20.018367558608485,10.88026365872167,1.0678,,,,,,,,,,,,0.009053466004869825,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,64,64,1,0,3,50.4318,0.009499217,0.01545471,0.0115199,12.07999491542434,19.65349546382167,14.649663590819838,1.0678,,,,,,,,,,,,0.00889606386963851,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,64,64,1,0,4,50.4746,0.01004515,0.01678122,0.01050546,12.795940220209488,21.37663329489195,13.382302717809287,1.0678,,,,,,,,,,,,0.009407332833864019,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,64,64,1,1,2,51.0019,0.009817528,0.01462247,0.009793536,12.76864650018384,19.017939178736558,12.737442579315733,1.0124,,,,,,,,,,,,0.009697281706835243,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,64,64,1,1,3,50.8785,0.009862866,0.01583567,0.01023216,12.765614782877805,20.496279990904732,13.243596025411982,1.0124,,,,,,,,,,,,0.009742064401422362,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,64,64,1,1,4,50.8146,0.009660734,0.0163639,0.009322421,12.472604497714151,21.126805969416463,12.035821511510909,1.0124,,,,,,,,,,,,0.009542408139075465,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,64,64,1,2,3,50.7269,0.0101363,0.01812451,0.01194067,13.041456750893024,23.31916116296164,15.362975778310211,0.98226,,,,,,,,,,,,0.010319365544764116,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,64,64,1,2,4,50.9928,0.009167832,0.0148402,0.01047221,11.919399325719809,19.294231163217987,13.615263980927685,0.98226,,,,,,,,,,,,0.00933340663368151,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,64,64,1,3,4,50.2193,0.01138817,0.01780047,0.01052096,14.360357626775919,22.44619768801273,13.266815315981793,1.0848,,,,,,,,,,,,0.010497944321533923,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,128,128,1,0,1,57.6791,0.0006484488,0.004537137,0.0005786367,1.078655210439076,7.547251942675996,0.9625270204930174,0.12186,,,,,,,,,,,,0.0053212604628261944,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,128,128,1,0,2,57.3089,0.0005970401,0.004643344,0.0005693585,0.9804323911500702,7.625090610919319,0.9349749130361884,0.12186,,,,,,,,,,,,0.004899393566387658,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,128,128,1,0,3,57.3833,0.0006327209,0.005131755,0.0006070582,1.0417253308714438,8.449032069789675,0.9994737083178747,0.12186,,,,,,,,,,,,0.005192195141966191,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,128,128,1,0,4,57.2859,0.0007324745,0.005528817,0.0006756115,1.2018713852413425,9.071888436438243,1.108568461277466,0.12186,,,,,,,,,,,,0.006010786968652552,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,128,128,1,1,2,57.2269,0.0005689805,0.004449091,0.0005914926,0.9316822643357299,7.285204285763249,0.968544906030748,0.12597999999999998,,,,,,,,,,,,0.004516435148436261,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,128,128,1,1,3,57.4239,0.0005671969,0.005025985,0.000576986,0.9351671058555048,8.286603552528547,0.9513069054840466,0.12597999999999998,,,,,,,,,,,,0.004502277345610415,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,128,128,1,1,4,57.1899,0.0006556813,0.004242215,0.0007099905,1.0722633855383887,6.937473766724375,1.1610775192614056,0.12597999999999998,,,,,,,,,,,,0.005204645975551675,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,128,128,1,2,3,57.3851,0.0005869547,0.005745555,0.0006141304,0.9664354999641845,9.460199090316033,1.0111809653576411,0.12489999999999998,,,,,,,,,,,,0.004699397117694156,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,128,128,1,2,4,56.8096,0.0005942662,0.00472597,0.0005830215,0.9589467614013226,7.626133921094299,0.9408015789091508,0.12489999999999998,,,,,,,,,,,,0.0047579359487590085,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,128,128,1,3,4,57.1474,0.0005944945,0.004839439,0.0006925748,0.9707575973597614,7.902381226755043,1.1309141612578708,0.1191,,,,,,,,,,,,0.004991557514693536,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,256,256,1,0,1,66.8914,0.0001308692,0.00158828,0.0001324254,0.29278446066001507,3.5533471831193952,0.29626603751445535,0.043543,,,,,,,,,,,,0.0030055163861010957,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,256,256,1,0,2,66.96,0.000125631,0.001397838,0.0001252943,0.2816421889247999,3.1337023034303995,0.2808873678614399,0.043543,,,,,,,,,,,,0.002885216912018005,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,256,256,1,0,3,67.2056,0.0001153543,0.001424663,0.0001255765,0.26050419299493144,3.217311232478876,0.28358894979751953,0.043543,,,,,,,,,,,,0.0026492042348942426,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,256,256,1,0,4,66.9798,0.00012946,0.001445036,0.0001327801,0.2903977852484292,3.2414278850938443,0.29784525695245595,0.043543,,,,,,,,,,,,0.0029731529752198976,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,256,256,1,1,2,66.528,0.0001455736,0.00150378,0.0001383812,0.3221525414080513,3.3278461803417607,0.30623585088983046,0.046219,,,,,,,,,,,,0.0031496484129903287,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,256,256,1,1,3,67.0967,0.0001351622,0.001587586,0.0001409008,0.3042478922210122,3.5736300106064256,0.3171653865670609,0.046219,,,,,,,,,,,,0.002924386074990804,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,256,256,1,1,4,66.9514,0.0001309499,0.001469599,0.0001285007,0.29349080613483297,3.293731382803228,0.28800154892741675,0.046219,,,,,,,,,,,,0.0028332482312468897,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,256,256,1,2,3,67.1156,0.000134244,0.001599269,0.0001428911,0.30235130160424994,3.6019566145624924,0.3218267488503251,0.047246,,,,,,,,,,,,0.0028413833975362993,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,256,256,1,2,4,67.0743,0.0001466833,0.001474296,0.0001423637,0.3299612758675754,3.316400634335762,0.3202444183436611,0.047246,,,,,,,,,,,,0.003104671294924438,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,256,256,1,3,4,67.1558,0.0001229412,0.00161252,0.0001182161,0.27722634952553493,3.6361531621369862,0.26657148179898676,0.046306,,,,,,,,,,,,0.0026549734375674854,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,512,512,1,0,1,83.8021,3.059391e-05,0.0005986934,2.992822e-05,0.10742733265394136,2.1022495993326507,0.10508983146254731,0.017443999999999998,,,,,,,,,,,,0.0017538357028204542,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,512,512,1,0,2,83.6358,3.076033e-05,0.0005058747,3.073216e-05,0.10758343966668509,1.7692833681027615,0.10748491583760358,0.017443999999999998,,,,,,,,,,,,0.0017633759458839718,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,512,512,1,0,3,83.7019,3.309082e-05,0.0005135732,3.379495e-05,0.11591727587573351,1.7990489902269953,0.11838384610464837,0.017443999999999998,,,,,,,,,,,,0.0018969743178170147,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,512,512,1,0,4,83.7638,3.350244e-05,0.0005700497,3.364828e-05,0.11753282766638234,1.9998410011740326,0.11804446167234922,0.017443999999999998,,,,,,,,,,,,0.0019205709699610185,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,512,512,1,1,2,83.1208,2.96778e-05,0.0006329896,3.043076e-05,0.1025229601326457,2.1866839026201186,0.10512408582462682,0.017712000000000002,,,,,,,,,,,,0.0016755758807588074,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,512,512,1,1,3,83.089,3.147704e-05,0.0006114848,3.160363e-05,0.10865530983929692,2.11077885360315,0.1090922847159866,0.017712000000000002,,,,,,,,,,,,0.0017771589882565491,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,512,512,1,1,4,83.9243,2.858051e-05,0.0005856616,3.156891e-05,0.10065038342317538,2.062491697881891,0.11117446454775355,0.017712000000000002,,,,,,,,,,,,0.001613624096657633,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,512,512,1,2,3,83.3193,2.839419e-05,0.0005957496,3.122471e-05,0.098557734868147,2.067878362601808,0.10838261945541601,0.018109,,,,,,,,,,,,0.0015679601303219394,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,512,512,1,2,4,83.8422,3.250772e-05,0.0006051426,3.254519e-05,0.11425674456462327,2.1269293408880103,0.1143884425187965,0.018109,,,,,,,,,,,,0.0017951140316969463,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,512,512,1,3,4,83.5445,3.4204e-05,0.0006345987,3.320641e-05,0.1193665468792355,2.214649031489063,0.11588511565770421,0.019042,,,,,,,,,,,,0.0017962398907677764,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,1024,1024,1,0,1,108.2021,7.689837e-06,0.0001703437,8.104398e-06,0.04501513096165923,0.9971659950651218,0.047441907719943756,0.007838699999999999,,,,,,,,,,,,0.0009810092234681773,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,1024,1024,1,0,2,107.9404,7.819544e-06,0.0001822482,7.688541e-06,0.04555326165531651,1.061698730873623,0.0447900951667551,0.007838699999999999,,,,,,,,,,,,0.000997556227435672,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,1024,1024,1,0,3,108.2345,7.918724e-06,0.0001644658,7.910428e-06,0.04638276569833021,0.9633343284585292,0.04633417309373466,0.007838699999999999,,,,,,,,,,,,0.0010102088356487684,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,1024,1024,1,0,4,108.4484,8.250535e-06,0.0001603102,7.752217e-06,0.048517499865396246,0.9427085767070432,0.045587127047400255,0.007838699999999999,,,,,,,,,,,,0.001052538686261753,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,1024,1024,1,1,2,107.9149,8.059895e-06,0.000170276,7.61356e-06,0.046931259941954094,0.9914852759094473,0.044332334781490824,0.008524799999999999,,,,,,,,,,,,0.0009454644097222223,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,1024,1024,1,1,3,108.1714,7.741212e-06,0.0002015867,7.740521e-06,0.045290161218082645,1.1793882072240447,0.04528611850469337,0.008524799999999999,,,,,,,,,,,,0.0009080813626126126,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,1024,1024,1,1,4,108.3837,8.234152e-06,0.0001660003,7.433558e-06,0.048363400568574084,0.9750049553862339,0.04366110113144966,0.008524799999999999,,,,,,,,,,,,0.0009659055930930933,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,1024,1024,1,2,3,107.9516,7.928502e-06,0.0001797859,8.077672e-06,0.04619758908484142,1.047571802523149,0.047066768958137266,0.0080396,,,,,,,,,,,,0.0009861811532912085,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,1024,1024,1,2,4,108.0138,8.194529e-06,0.000143802,8.100552e-06,0.047802707034304656,0.8388676001936265,0.047254493098035366,0.0080396,,,,,,,,,,,,0.0010192707348624312,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,1024,1024,1,3,4,108.4122,7.434209e-06,0.0001702029,7.142284e-06,0.04368789159949216,1.000214796909692,0.041972364398793094,0.0077399999999999995,,,,,,,,,,,,0.0009604921188630493,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,2048,2048,1,0,1,143.1957,2.068605e-06,3.871746e-05,2.187997e-06,0.021208381552509446,0.3969509231699732,0.02243244853983531,0.0038046,,,,,,,,,,,,0.0005437115596909005,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,2048,2048,1,0,2,142.9191,2.25528e-06,3.962947e-05,2.382238e-06,0.023033027082453545,0.4047331842490867,0.02432964082989694,0.0038046,,,,,,,,,,,,0.000592777164485097,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,2048,2048,1,0,3,143.1047,2.214589e-06,4.164447e-05,2.30114e-06,0.022676234416728867,0.42641761693950114,0.023562471440845896,0.0038046,,,,,,,,,,,,0.0005820819534248015,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,2048,2048,1,0,4,143.0685,2.139305e-06,4.294084e-05,2.180719e-06,0.021894284553704443,0.4394693463227982,0.022318127764703866,0.0038046,,,,,,,,,,,,0.0005622943279188351,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,2048,2048,1,1,2,143.0588,2.342649e-06,4.218611e-05,2.510669e-06,0.02397211668013578,0.43168667231029606,0.025691450239963314,0.0044145,,,,,,,,,,,,0.0005306714237172953,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,2048,2048,1,1,3,143.3595,2.27316e-06,4.093278e-05,2.332174e-06,0.023358931057743344,0.4206241470119902,0.0239653573354544,0.0044145,,,,,,,,,,,,0.0005149303431872239,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,2048,2048,1,1,4,142.8957,2.350994e-06,4.552942e-05,2.281796e-06,0.02400268610022176,0.4648367356893121,0.023296202854087084,0.0044145,,,,,,,,,,,,0.0005325617850266168,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,2048,2048,1,2,3,143.0567,2.316268e-06,4.142439e-05,2.157198e-06,0.02370146642184422,0.42387961523898765,0.02207376519568094,0.004319,,,,,,,,,,,,0.0005362972910395925,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,2048,2048,1,2,4,142.8225,2.321877e-06,4.193721e-05,2.284883e-06,0.023681132920366114,0.4277231930542863,0.02330382618480001,0.004319,,,,,,,,,,,,0.0005375959712896505,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,2048,2048,1,3,4,143.0708,2.237189e-06,4.144111e-05,2.150099e-06,0.02289679473392313,0.42413429943376674,0.022005461076651724,0.0042863,,,,,,,,,,,,0.000521939434943891,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,4096,4096,1,0,1,193.0967,7.356668e-07,7.649755e-06,7.365555e-07,0.01371515957922474,0.14261566590604924,0.013731727762426779,0.0032083,,,,,,,,,,,,0.00022930112520649565,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,4096,4096,1,0,2,192.8881,6.939806e-07,7.962031e-06,7.55352e-07,0.01291005833875319,0.1481169426133258,0.01405174494257318,0.0032083,,,,,,,,,,,,0.00021630788891313158,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,4096,4096,1,0,3,194.8018,7.252034e-07,7.760002e-06,7.413939e-07,0.013759915500463004,0.14723727412671248,0.014067111953086152,0.0032083,,,,,,,,,,,,0.00022603977184178537,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,4096,4096,1,0,4,193.1188,7.195198e-07,7.606874e-06,7.391756e-07,0.013417199030332082,0.1418486919424015,0.013783729292182278,0.0032083,,,,,,,,,,,,0.00022426824174796622,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,4096,4096,1,1,2,192.1759,7.557656e-07,7.794593e-06,7.583904e-07,0.013955807551655599,0.14393330399198095,0.01400427655270776,0.0030068,,,,,,,,,,,,0.0002513521351603033,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,4096,4096,1,1,3,193.7276,7.377025e-07,7.569441e-06,6.964781e-07,0.013843128683177927,0.1420420099196126,0.01306954492266905,0.0030068,,,,,,,,,,,,0.00024534471863775444,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,4096,4096,1,1,4,192.2264,7.501288e-07,8.008017e-06,7.202546e-07,0.013859000465042392,0.14795207346667316,0.013307059849387093,0.0030068,,,,,,,,,,,,0.0002494774511108155,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,4096,4096,1,2,3,193.6089,7.966811e-07,1.028374e-05,7.654321e-07,0.0149315589658831,0.19273994349785717,0.014345883861848523,0.0032813,,,,,,,,,,,,0.00024279434980038398,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,4096,4096,1,2,4,191.9547,7.653352e-07,8.313599e-06,7.435789e-07,0.014100002612232836,0.1531639569394643,0.013699179695904772,0.0032813,,,,,,,,,,,,0.0002332414591777649,,,,,02_geodesic,02_geodesic,,ok
ts,mup,tanh,4096,4096,1,3,4,193.7509,7.34643e-07,8.067005e-06,7.258541e-07,0.013789032849764406,0.15141530912867027,0.013624067783993282,0.0030895000000000002,,,,,,,,,,,,0.00023778702055348761,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,64,64,1,0,1,116.7105,0.0002404276,3.522375e-05,0.0003425047,1.6374731398952314,0.23989735168252174,2.3326866239062167,1.1768,,,,,,,,,,,,0.0002043062542488103,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,64,64,1,0,2,117.3306,0.0002914806,2.78663e-05,0.0002740504,2.0063294234884155,0.19181028724983837,1.8863532634376685,1.1768,,,,,,,,,,,,0.0002476891570360299,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,64,64,1,0,3,117.581,0.0004876138,5.653576e-05,0.0004037637,3.3707014770835713,0.3908116828113607,2.791075437124068,1.1768,,,,,,,,,,,,0.0004143557104010877,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,64,64,1,0,4,117.7551,0.0003469297,4.841388e-05,0.0004405946,2.4053093312730383,0.3356598104086595,3.0547004268833478,1.1768,,,,,,,,,,,,0.00029480769884432357,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,64,64,1,1,2,118.5044,0.0004740713,4.877244e-05,0.0005393533,3.32876104157733,0.3424628282173332,3.78714816249406,1.2891,,,,,,,,,,,,0.00036775370413466763,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,64,64,1,1,3,117.5116,0.0004402594,4.945352e-05,0.0004016053,3.0397657738078525,0.34145123872499283,2.772879001606405,1.2891,,,,,,,,,,,,0.00034152462958653325,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,64,64,1,1,4,117.9019,0.0007542315,5.698426e-05,0.0003534229,5.242232499217202,0.39606505392023916,2.456440777596257,1.2891,,,,,,,,,,,,0.0005850837793809635,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,64,64,1,2,3,118.2841,0.000384428,5.303635e-05,0.0003628551,2.689290737518461,0.3710191890465503,2.538376131528752,1.2759,,,,,,,,,,,,0.00030129947488047657,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,64,64,1,2,4,118.8325,0.000467482,8.011996e-05,0.0005701746,3.3006947739309314,0.5656935096101138,4.025764248566061,1.2759,,,,,,,,,,,,0.0003663939180186535,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,64,64,1,3,4,117.8593,0.0005221591,4.3377e-05,0.0004410406,3.6266076239850413,0.3012709323759734,3.0632066020623543,1.2429999999999999,,,,,,,,,,,,0.00042007972646822213,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,128,128,1,0,1,202.2399,0.0001459155,1.000999e-05,0.000127553,2.984043265812058,0.20470918614092432,2.608521169335166,0.9113899999999999,,,,,,,,,,,,0.00016010215165845578,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,128,128,1,0,2,203.1036,9.043431e-05,1.279828e-05,9.21596e-05,1.865256131595664,0.2639713870087376,1.9008411628883302,0.9113899999999999,,,,,,,,,,,,9.922679643182393e-05,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,128,128,1,0,3,203.5386,0.0001244436,1.382272e-05,9.811336e-05,2.5777223466803534,0.28632355730552195,2.032318259676627,0.9113899999999999,,,,,,,,,,,,0.00013654264365419854,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,128,128,1,0,4,203.8744,0.0001240161,1.679886e-05,0.0002131365,2.5773503968786717,0.3491203842735681,4.42948490449491,0.9113899999999999,,,,,,,,,,,,0.00013607357991639145,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,128,128,1,1,2,203.7256,0.0001792466,1.641703e-05,0.0001132685,3.719736206542477,0.34068719236456396,2.3505547135106415,1.0187,,,,,,,,,,,,0.00017595621871012074,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,128,128,1,1,3,202.9189,0.0001112194,1.9104e-05,0.0001177366,2.289789454708655,0.3933139159423099,2.4239658289223915,1.0187,,,,,,,,,,,,0.00010917777559634828,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,128,128,1,1,4,203.8584,0.0001381695,1.715141e-05,0.0001321227,2.871041121743125,0.3563912687378636,2.7453939170057815,1.0187,,,,,,,,,,,,0.00013563315990968884,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,128,128,1,2,3,202.821,0.000238525,1.170336e-05,0.0002799716,4.906024900864763,0.24071680362135886,5.758505989455817,0.9618899999999999,,,,,,,,,,,,0.00024797534021561723,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,128,128,1,2,4,203.3739,7.980538e-05,1.230019e-05,0.0001150124,1.65041289466549,0.2543737299770456,2.378510671917422,0.9618899999999999,,,,,,,,,,,,8.296726236887795e-05,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,128,128,1,3,4,203.3827,0.0001057358,1.577532e-05,0.0002174262,2.186855447499078,0.32626929079877537,4.496865488311659,0.9184599999999999,,,,,,,,,,,,0.00011512292315397515,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,256,256,1,0,1,372.4144,5.762905e-05,1.044495e-05,4.04219e-05,3.9963580857773473,0.7243180373100044,2.8031068863270066,0.74498,,,,,,,,,,,,7.735650621493195e-05,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,256,256,1,0,2,372.6015,6.601024e-05,6.428035e-06,4.405296e-05,4.582162786688598,0.4462080848142931,3.0579775797737034,0.74498,,,,,,,,,,,,8.860672769738786e-05,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,256,256,1,0,3,372.7063,4.397577e-05,4.458809e-06,4.797183e-05,3.054336798832067,0.30968654801641016,3.3318831182789097,0.74498,,,,,,,,,,,,5.9029463878224915e-05,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,256,256,1,0,4,371.9542,3.034059e-05,5.426873e-06,4.492989e-05,2.098809204265634,0.3754037414163882,3.1080234985095037,0.74498,,,,,,,,,,,,4.07267174957717e-05,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,256,256,1,1,2,373.5996,4.133502e-05,3.523594e-06,4.103661e-05,2.884702039467518,0.24590574283151453,2.863876503745085,0.74957,,,,,,,,,,,,5.5144976453166485e-05,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,256,256,1,1,3,373.5833,4.31515e-05,7.699716e-06,3.520651e-05,3.0112083733505814,0.537303437693277,2.456789166273501,0.74957,,,,,,,,,,,,5.756833918113052e-05,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,256,256,1,1,4,373.9876,5.231329e-05,3.870918e-06,4.904973e-05,3.658444271928141,0.2707063116122793,3.430212547483095,0.74957,,,,,,,,,,,,6.979106687834358e-05,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,256,256,1,2,3,372.5472,3.139526e-05,4.1472e-06,3.517934e-05,2.1786962991206273,0.28779788069004897,2.44129521028035,0.7161299999999999,,,,,,,,,,,,4.3840168684456737e-05,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,256,256,1,2,4,372.4058,3.483981e-05,3.507984e-06,3.187867e-05,2.415898336221221,0.2432542746097256,2.210563886942706,0.7161299999999999,,,,,,,,,,,,4.8650119391730555e-05,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,256,256,1,3,4,373.2026,3.916092e-05,4.370737e-06,6.164527e-05,2.727170005946659,0.3043785194597389,4.292982170809148,0.72899,,,,,,,,,,,,5.371942001947901e-05,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,512,512,1,0,1,714.9854,1.18803e-05,7.163279e-07,1.01179e-05,3.0366291665645027,0.18309488766814813,2.586156094070266,0.50619,,,,,,,,,,,,2.3470040893735552e-05,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,512,512,1,0,2,716.3033,9.663334e-06,9.487838e-07,1.272123e-05,2.479082038690123,0.24340593807273578,3.2635706064848793,0.50619,,,,,,,,,,,,1.9090329718090045e-05,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,512,512,1,0,3,716.1078,1.199414e-05,1.208395e-06,1.170025e-05,3.0753597529080627,0.3098387503076785,3.0000048314395666,0.50619,,,,,,,,,,,,2.3694936683853887e-05,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,512,512,1,0,4,716.9371,1.037108e-05,7.245413e-07,1.105787e-05,2.665361365127878,0.18620668131569013,2.8418659848932424,0.50619,,,,,,,,,,,,2.0488512218732094e-05,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,512,512,1,1,2,715.3224,1.612237e-05,1.30975e-06,1.818077e-05,4.124796603761677,0.3350904582748601,4.651423974872936,0.55384,,,,,,,,,,,,2.9110158168424095e-05,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,512,512,1,1,3,715.0042,9.783214e-06,1.340084e-06,1.029766e-05,2.5007411676529294,0.3425462457340715,2.6322415407138053,0.55384,,,,,,,,,,,,1.7664332659251767e-05,,,,,02_geodesic,02_geodesic,,ok
ts,ntk,gelu,512,512,1,1,4,715.4995,8.944369e-06,8.757464e-07,9.909651e-06,2.2894880511292333,0.2241646021781349,2.5365710599999685,0.55384,,,,,,,,,,,,1.6149734580384226e-05,,,,,02_geodesic,02_geodesic,,ok
