mode,regime,act,width,smooth,seedA,seedB,t,rq_t,flen_t,dnorm,status
mlp,mup,relu,512,0,0,2,0.250000,4.142636e-05,9.503919e-02,67.737311,ok
mlp,mup,relu,512,0,0,2,0.375000,2.174558e-05,4.988809e-02,67.737311,ok
mlp,mup,relu,512,0,0,2,0.500000,5.524090e-06,1.267321e-02,67.737311,ok
mlp,mup,relu,512,0,0,2,0.625000,2.849188e-05,6.536527e-02,67.737311,ok
mlp,mup,relu,512,0,0,2,0.750000,3.561121e-05,8.169824e-02,67.737311,ok
mlp,mup,relu,512,0,0,2,0.875000,1.204863e-05,2.764162e-02,67.737311,ok
mlp,mup,relu,512,0,0,2,1.000000,1.826335e-06,4.189927e-03,67.737311,ok
mlp,mup,relu,512,0,0,3,0.000000,1.885974e-06,4.321650e-03,67.697386,ok
mlp,mup,relu,512,0,0,3,0.125000,1.028179e-05,2.356040e-02,67.697386,ok
mlp,mup,relu,512,0,0,3,0.250000,3.228014e-05,7.396891e-02,67.697386,ok
mlp,mup,relu,512,0,0,3,0.375000,2.534003e-05,5.806587e-02,67.697386,ok
mlp,mup,relu,512,0,0,3,0.500000,6.309302e-06,1.445756e-02,67.697386,ok
mlp,mup,relu,512,0,0,3,0.625000,1.904419e-05,4.363916e-02,67.697386,ok
mlp,mup,relu,512,0,0,3,0.750000,3.468545e-05,7.948060e-02,67.697386,ok
mlp,mup,relu,512,0,0,3,0.875000,1.409666e-05,3.230204e-02,67.697386,ok
mlp,mup,relu,512,0,0,3,1.000000,2.173579e-06,4.980686e-03,67.697386,ok
mlp,mup,relu,512,0,0,4,0.000000,1.929996e-06,4.454141e-03,67.938937,ok
mlp,mup,relu,512,0,0,4,0.125000,1.283779e-05,2.962769e-02,67.938937,ok
mlp,mup,relu,512,0,0,4,0.250000,4.160518e-05,9.601851e-02,67.938937,ok
mlp,mup,relu,512,0,0,4,0.375000,1.640803e-05,3.786727e-02,67.938937,ok
mlp,mup,relu,512,0,0,4,0.500000,8.441963e-06,1.948278e-02,67.938937,ok
mlp,mup,relu,512,0,0,4,0.625000,2.038873e-05,4.705413e-02,67.938937,ok
mlp,mup,relu,512,0,0,4,0.750000,3.353631e-05,7.739677e-02,67.938937,ok
mlp,mup,relu,512,0,0,4,0.875000,1.670208e-05,3.854590e-02,67.938937,ok
mlp,mup,relu,512,0,0,4,1.000000,2.206273e-06,5.091745e-03,67.938937,ok
mlp,mup,relu,512,0,1,2,0.000000,1.366828e-06,3.146999e-03,67.85883,ok
mlp,mup,relu,512,0,1,2,0.125000,7.922607e-06,1.824109e-02,67.85883,ok
mlp,mup,relu,512,0,1,2,0.250000,2.826024e-05,6.506668e-02,67.85883,ok
mlp,mup,relu,512,0,1,2,0.375000,1.988978e-05,4.579443e-02,67.85883,ok
mlp,mup,relu,512,0,1,2,0.500000,5.387837e-06,1.240501e-02,67.85883,ok
mlp,mup,relu,512,0,1,2,0.625000,2.390185e-05,5.503188e-02,67.85883,ok
mlp,mup,relu,512,0,1,2,0.750000,2.174380e-05,5.006315e-02,67.85883,ok
mlp,mup,relu,512,0,1,2,0.875000,8.912314e-06,2.051980e-02,67.85883,ok
mlp,mup,relu,512,0,1,2,1.000000,1.556686e-06,3.584130e-03,67.85883,ok
mlp,mup,relu,512,0,1,3,0.000000,1.707504e-06,3.909882e-03,67.673085,ok
mlp,mup,relu,512,0,1,3,0.125000,1.052661e-05,2.410408e-02,67.673085,ok
mlp,mup,relu,512,0,1,3,0.250000,3.498922e-05,8.011914e-02,67.673085,ok
mlp,mup,relu,512,0,1,3,0.375000,2.650825e-05,6.069921e-02,67.673085,ok
mlp,mup,relu,512,0,1,3,0.500000,6.621286e-06,1.516157e-02,67.673085,ok
mlp,mup,relu,512,0,1,3,0.625000,1.942005e-05,4.446848e-02,67.673085,ok
mlp,mup,relu,512,0,1,3,0.750000,3.281245e-05,7.513470e-02,67.673085,ok
mlp,mup,relu,512,0,1,3,0.875000,1.387838e-05,3.177903e-02,67.673085,ok
mlp,mup,relu,512,0,1,3,1.000000,2.197525e-06,5.031943e-03,67.673085,ok
mlp,mup,relu,512,0,1,4,0.000000,1.338748e-06,3.062283e-03,67.63762,ok
mlp,mup,relu,512,0,1,4,0.125000,9.559944e-06,2.186764e-02,67.63762,ok
mlp,mup,relu,512,0,1,4,0.250000,2.867797e-05,6.559867e-02,67.63762,ok
mlp,mup,relu,512,0,1,4,0.375000,2.272187e-05,5.197454e-02,67.63762,ok
mlp,mup,relu,512,0,1,4,0.500000,5.841347e-06,1.336164e-02,67.63762,ok
mlp,mup,relu,512,0,1,4,0.625000,1.732882e-05,3.963837e-02,67.63762,ok
mlp,mup,relu,512,0,1,4,0.750000,2.572473e-05,5.884336e-02,67.63762,ok
mlp,mup,relu,512,0,1,4,0.875000,9.083153e-06,2.077702e-02,67.63762,ok
mlp,mup,relu,512,0,1,4,1.000000,1.671236e-06,3.822825e-03,67.63762,ok
mlp,mup,relu,512,0,2,3,0.000000,1.509679e-06,3.446905e-03,67.575193,ok
mlp,mup,relu,512,0,2,3,0.125000,8.308480e-06,1.896995e-02,67.575193,ok
mlp,mup,relu,512,0,2,3,0.250000,1.913010e-05,4.367791e-02,67.575193,ok
mlp,mup,relu,512,0,2,3,0.375000,1.349032e-05,3.080114e-02,67.575193,ok
mlp,mup,relu,512,0,2,3,0.500000,4.326525e-06,9.878336e-03,67.575193,ok
mlp,mup,relu,512,0,2,3,0.625000,1.497668e-05,3.419480e-02,67.575193,ok
mlp,mup,relu,512,0,2,3,0.750000,1.796199e-05,4.101088e-02,67.575193,ok
mlp,mup,relu,512,0,2,3,0.875000,6.557516e-06,1.497214e-02,67.575193,ok
mlp,mup,relu,512,0,2,3,1.000000,1.553822e-06,3.547692e-03,67.575193,ok
mlp,mup,relu,512,0,2,4,0.000000,1.650174e-06,3.775773e-03,67.647708,ok
mlp,mup,relu,512,0,2,4,0.125000,1.129084e-05,2.583465e-02,67.647708,ok
mlp,mup,relu,512,0,2,4,0.250000,2.525393e-05,5.778367e-02,67.647708,ok
mlp,mup,relu,512,0,2,4,0.375000,1.379681e-05,3.156858e-02,67.647708,ok
mlp,mup,relu,512,0,2,4,0.500000,5.984416e-06,1.369298e-02,67.647708,ok
mlp,mup,relu,512,0,2,4,0.625000,1.139147e-05,2.606489e-02,67.647708,ok
mlp,mup,relu,512,0,2,4,0.750000,2.682161e-05,6.137069e-02,67.647708,ok
mlp,mup,relu,512,0,2,4,0.875000,1.249924e-05,2.859958e-02,67.647708,ok
mlp,mup,relu,512,0,2,4,1.000000,1.586526e-06,3.630139e-03,67.647708,ok
mlp,mup,relu,512,0,3,4,0.000000,1.565367e-06,3.584012e-03,67.669286,ok
mlp,mup,relu,512,0,3,4,0.125000,6.868085e-06,1.572493e-02,67.669286,ok
mlp,mup,relu,512,0,3,4,0.250000,1.788955e-05,4.095931e-02,67.669286,ok
mlp,mup,relu,512,0,3,4,0.375000,1.461145e-05,3.345388e-02,67.669286,ok
mlp,mup,relu,512,0,3,4,0.500000,3.989100e-06,9.133307e-03,67.669286,ok
mlp,mup,relu,512,0,3,4,0.625000,1.737285e-05,3.977630e-02,67.669286,ok
mlp,mup,relu,512,0,3,4,0.750000,1.877398e-05,4.298428e-02,67.669286,ok
mlp,mup,relu,512,0,3,4,0.875000,6.267514e-06,1.434989e-02,67.669286,ok
mlp,mup,relu,512,0,3,4,1.000000,1.605210e-06,3.675234e-03,67.669286,ok
mlp,mup,tanh,512,1,0,1,0.000000,4.541018e-06,1.212544e-02,73.078077,ok
mlp,mup,tanh,512,1,0,1,0.125000,3.497582e-05,9.339252e-02,73.078077,ok
mlp,mup,tanh,512,1,0,1,0.250000,1.406706e-04,3.756190e-01,73.078077,ok
mlp,mup,tanh,512,1,0,1,0.375000,9.844583e-05,2.628703e-01,73.078077,ok
mlp,mup,tanh,512,1,0,1,0.500000,6.203609e-05,1.656489e-01,73.078077,ok
mlp,mup,tanh,512,1,0,1,0.625000,1.091875e-04,2.915529e-01,73.078077,ok
mlp,mup,tanh,512,1,0,1,0.750000,1.390702e-04,3.713455e-01,73.078077,ok
mlp,mup,tanh,512,1,0,1,0.875000,4.886882e-05,1.304897e-01,73.078077,ok
mlp,mup,tanh,512,1,0,1,1.000000,5.710213e-06,1.524743e-02,73.078077,ok
mlp,mup,tanh,512,1,0,2,0.000000,5.030936e-06,1.323381e-02,72.532563,ok
mlp,mup,tanh,512,1,0,2,0.125000,7.862185e-05,2.068137e-01,72.532563,ok
mlp,mup,tanh,512,1,0,2,0.250000,1.429862e-04,3.761233e-01,72.532563,ok
mlp,mup,tanh,512,1,0,2,0.375000,7.816588e-05,2.056143e-01,72.532563,ok
mlp,mup,tanh,512,1,0,2,0.500000,5.312711e-05,1.397501e-01,72.532563,ok
mlp,mup,tanh,512,1,0,2,0.625000,1.043039e-04,2.743699e-01,72.532563,ok
mlp,mup,tanh,512,1,0,2,0.750000,1.262282e-04,3.320415e-01,72.532563,ok
mlp,mup,tanh,512,1,0,2,0.875000,6.737809e-05,1.772371e-01,72.532563,ok
mlp,mup,tanh,512,1,0,2,1.000000,3.981261e-06,1.047265e-02,72.532563,ok
mlp,mup,tanh,512,1,0,3,0.000000,4.785031e-06,1.296530e-02,73.61458,ok
mlp,mup,tanh,512,1,0,3,0.125000,6.192375e-05,1.677857e-01,73.61458,ok
mlp,mup,tanh,512,1,0,3,0.250000,1.886354e-04,5.111176e-01,73.61458,ok
mlp,mup,tanh,512,1,0,3,0.375000,1.357478e-04,3.678160e-01,73.61458,ok
mlp,mup,tanh,512,1,0,3,0.500000,8.678482e-05,2.351481e-01,73.61458,ok
mlp,mup,tanh,512,1,0,3,0.625000,9.664626e-05,2.618682e-01,73.61458,ok
mlp,mup,tanh,512,1,0,3,0.750000,2.112780e-04,5.724691e-01,73.61458,ok
mlp,mup,tanh,512,1,0,3,0.875000,4.416712e-05,1.196732e-01,73.61458,ok
mlp,mup,tanh,512,1,0,3,1.000000,4.995434e-06,1.353539e-02,73.61458,ok
mlp,mup,tanh,512,1,0,4,0.000000,3.970777e-06,1.076593e-02,73.638157,ok
mlp,mup,tanh,512,1,0,4,0.125000,7.391535e-05,2.004059e-01,73.638157,ok
mlp,mup,tanh,512,1,0,4,0.250000,1.106072e-04,2.998880e-01,73.638157,ok
mlp,mup,tanh,512,1,0,4,0.375000,9.450020e-05,2.562174e-01,73.638157,ok
mlp,mup,tanh,512,1,0,4,0.500000,6.226685e-05,1.688234e-01,73.638157,ok
mlp,mup,tanh,512,1,0,4,0.625000,9.712866e-05,2.633439e-01,73.638157,ok
mlp,mup,tanh,512,1,0,4,0.750000,1.381646e-04,3.746043e-01,73.638157,ok
mlp,mup,tanh,512,1,0,4,0.875000,6.229765e-05,1.689069e-01,73.638157,ok
mlp,mup,tanh,512,1,0,4,1.000000,4.989232e-06,1.352725e-02,73.638157,ok
mlp,mup,tanh,512,1,1,2,0.000000,3.852638e-06,9.840824e-03,71.474581,ok
mlp,mup,tanh,512,1,1,2,0.125000,3.652611e-05,9.329892e-02,71.474581,ok
mlp,mup,tanh,512,1,1,2,0.250000,1.248741e-04,3.189669e-01,71.474581,ok
mlp,mup,tanh,512,1,1,2,0.375000,8.271115e-05,2.112697e-01,71.474581,ok
mlp,mup,tanh,512,1,1,2,0.500000,6.022301e-05,1.538281e-01,71.474581,ok
mlp,mup,tanh,512,1,1,2,0.625000,5.675781e-05,1.449769e-01,71.474581,ok
mlp,mup,tanh,512,1,1,2,0.750000,1.136187e-04,2.902172e-01,71.474581,ok
mlp,mup,tanh,512,1,1,2,0.875000,7.387399e-05,1.886969e-01,71.474581,ok
mlp,mup,tanh,512,1,1,2,1.000000,4.184873e-06,1.068945e-02,71.474581,ok
mlp,mup,tanh,512,1,1,3,0.000000,4.760791e-06,1.257015e-02,72.668406,ok
mlp,mup,tanh,512,1,1,3,0.125000,4.369741e-05,1.153764e-01,72.668406,ok
mlp,mup,tanh,512,1,1,3,0.250000,2.151560e-04,5.680869e-01,72.668406,ok
mlp,mup,tanh,512,1,1,3,0.375000,1.841725e-04,4.862796e-01,72.668406,ok
mlp,mup,tanh,512,1,1,3,0.500000,1.213436e-04,3.203895e-01,72.668406,ok
mlp,mup,tanh,512,1,1,3,0.625000,1.307991e-04,3.453551e-01,72.668406,ok
mlp,mup,tanh,512,1,1,3,0.750000,1.495356e-04,3.948262e-01,72.668406,ok
mlp,mup,tanh,512,1,1,3,0.875000,3.994618e-05,1.054718e-01,72.668406,ok
mlp,mup,tanh,512,1,1,3,1.000000,3.948669e-06,1.042586e-02,72.668406,ok
mlp,mup,tanh,512,1,1,4,0.000000,5.191745e-06,1.368396e-02,72.604619,ok
mlp,mup,tanh,512,1,1,4,0.125000,6.158982e-05,1.623332e-01,72.604619,ok
mlp,mup,tanh,512,1,1,4,0.250000,1.628714e-04,4.292826e-01,72.604619,ok
mlp,mup,tanh,512,1,1,4,0.375000,1.042791e-04,2.748500e-01,72.604619,ok
mlp,mup,tanh,512,1,1,4,0.500000,6.630230e-05,1.747540e-01,72.604619,ok
mlp,mup,tanh,512,1,1,4,0.625000,1.473430e-04,3.883542e-01,72.604619,ok
mlp,mup,tanh,512,1,1,4,0.750000,1.048004e-04,2.762241e-01,72.604619,ok
mlp,mup,tanh,512,1,1,4,0.875000,2.982431e-05,7.860839e-02,72.604619,ok
mlp,mup,tanh,512,1,1,4,1.000000,3.754064e-06,9.894645e-03,72.604619,ok
mlp,mup,tanh,512,1,2,3,0.000000,4.494547e-06,1.182048e-02,72.525302,ok
mlp,mup,tanh,512,1,2,3,0.125000,6.923967e-05,1.820976e-01,72.525302,ok
mlp,mup,tanh,512,1,2,3,0.250000,1.839492e-04,4.837790e-01,72.525302,ok
mlp,mup,tanh,512,1,2,3,0.375000,1.388811e-04,3.652518e-01,72.525302,ok
mlp,mup,tanh,512,1,2,3,0.500000,7.867058e-05,2.069005e-01,72.525302,ok
mlp,mup,tanh,512,1,2,3,0.625000,1.803164e-04,4.742249e-01,72.525302,ok
mlp,mup,tanh,512,1,2,3,0.750000,1.714476e-04,4.509004e-01,72.525302,ok
mlp,mup,tanh,512,1,2,3,0.875000,3.288675e-05,8.649083e-02,72.525302,ok
mlp,mup,tanh,512,1,2,3,1.000000,3.994059e-06,1.050421e-02,72.525302,ok
mlp,mup,tanh,512,1,2,4,0.000000,4.881270e-06,1.278799e-02,72.385187,ok
mlp,mup,tanh,512,1,2,4,0.125000,1.377898e-04,3.609828e-01,72.385187,ok
mlp,mup,tanh,512,1,2,4,0.250000,2.074564e-04,5.434959e-01,72.385187,ok
mlp,mup,tanh,512,1,2,4,0.375000,1.058899e-04,2.774113e-01,72.385187,ok
mlp,mup,tanh,512,1,2,4,0.500000,7.984899e-05,2.091890e-01,72.385187,ok
mlp,mup,tanh,512,1,2,4,0.625000,1.212517e-04,3.176562e-01,72.385187,ok
mlp,mup,tanh,512,1,2,4,0.750000,1.935411e-04,5.070405e-01,72.385187,ok
mlp,mup,tanh,512,1,2,4,0.875000,8.175049e-05,2.141705e-01,72.385187,ok
mlp,mup,tanh,512,1,2,4,1.000000,5.502002e-06,1.441419e-02,72.385187,ok
mlp,mup,tanh,512,1,3,4,0.000000,3.690040e-06,9.929724e-03,73.36147,ok
mlp,mup,tanh,512,1,3,4,0.125000,5.748833e-05,1.546984e-01,73.36147,ok
mlp,mup,tanh,512,1,3,4,0.250000,1.600049e-04,4.305657e-01,73.36147,ok
mlp,mup,tanh,512,1,3,4,0.375000,9.632584e-05,2.592083e-01,73.36147,ok
mlp,mup,tanh,512,1,3,4,0.500000,6.623730e-05,1.782414e-01,73.36147,ok
mlp,mup,tanh,512,1,3,4,0.625000,9.181570e-05,2.470717e-01,73.36147,ok
mlp,mup,tanh,512,1,3,4,0.750000,1.544511e-04,4.156206e-01,73.36147,ok
mlp,mup,tanh,512,1,3,4,0.875000,6.732237e-05,1.811613e-01,73.36147,ok
mlp,mup,tanh,512,1,3,4,1.000000,5.607845e-06,1.509045e-02,73.36147,ok
mlp,mup,softplus,512,1,0,1,0.000000,2.100347e-06,4.382167e-03,64.597239,ok
mlp,mup,softplus,512,1,0,1,0.125000,9.615205e-06,2.006118e-02,64.597239,ok
mlp,mup,softplus,512,1,0,1,0.250000,2.331012e-05,4.863426e-02,64.597239,ok
mlp,mup,softplus,512,1,0,1,0.375000,1.495817e-05,3.120875e-02,64.597239,ok
mlp,mup,softplus,512,1,0,1,0.500000,3.098642e-06,6.465012e-03,64.597239,ok
mlp,mup,softplus,512,1,0,1,0.625000,1.167685e-05,2.436260e-02,64.597239,ok
mlp,mup,softplus,512,1,0,1,0.750000,2.427726e-05,5.065211e-02,64.597239,ok
mlp,mup,softplus,512,1,0,1,0.875000,1.327372e-05,2.769430e-02,64.597239,ok
mlp,mup,softplus,512,1,0,1,1.000000,2.882972e-06,6.015038e-03,64.597239,ok
mlp,mup,softplus,512,1,0,2,0.000000,2.309032e-06,4.769222e-03,64.272297,ok
mlp,mup,softplus,512,1,0,2,0.125000,1.170643e-05,2.417922e-02,64.272297,ok
mlp,mup,softplus,512,1,0,2,0.250000,2.693962e-05,5.564281e-02,64.272297,ok
mlp,mup,softplus,512,1,0,2,0.375000,1.641503e-05,3.390465e-02,64.272297,ok
mlp,mup,softplus,512,1,0,2,0.500000,3.894685e-06,8.044331e-03,64.272297,ok
mlp,mup,softplus,512,1,0,2,0.625000,1.848729e-05,3.818484e-02,64.272297,ok
mlp,mup,softplus,512,1,0,2,0.750000,2.395530e-05,4.947881e-02,64.272297,ok
mlp,mup,softplus,512,1,0,2,0.875000,1.319959e-05,2.726327e-02,64.272297,ok
mlp,mup,softplus,512,1,0,2,1.000000,2.435821e-06,5.031100e-03,64.272297,ok
mlp,mup,softplus,512,1,0,3,0.000000,2.475775e-06,5.120424e-03,64.315013,ok
mlp,mup,softplus,512,1,0,3,0.125000,1.281448e-05,2.650305e-02,64.315013,ok
mlp,mup,softplus,512,1,0,3,0.250000,2.722681e-05,5.631077e-02,64.315013,ok
mlp,mup,softplus,512,1,0,3,0.375000,1.300660e-05,2.690039e-02,64.315013,ok
mlp,mup,softplus,512,1,0,3,0.500000,3.038209e-06,6.283656e-03,64.315013,ok
mlp,mup,softplus,512,1,0,3,0.625000,7.494300e-06,1.549979e-02,64.315013,ok
mlp,mup,softplus,512,1,0,3,0.750000,3.096778e-05,6.404788e-02,64.315013,ok
mlp,mup,softplus,512,1,0,3,0.875000,1.920335e-05,3.971658e-02,64.315013,ok
mlp,mup,softplus,512,1,0,3,1.000000,3.337682e-06,6.903028e-03,64.315013,ok
mlp,mup,softplus,512,1,0,4,0.000000,1.683440e-06,3.442876e-03,63.955335,ok
mlp,mup,softplus,512,1,0,4,0.125000,5.960930e-06,1.219095e-02,63.955335,ok
mlp,mup,softplus,512,1,0,4,0.250000,1.341953e-05,2.744485e-02,63.955335,ok
mlp,mup,softplus,512,1,0,4,0.375000,1.271288e-05,2.599964e-02,63.955335,ok
mlp,mup,softplus,512,1,0,4,0.500000,2.044528e-06,4.181350e-03,63.955335,ok
mlp,mup,softplus,512,1,0,4,0.625000,1.021146e-05,2.088390e-02,63.955335,ok
mlp,mup,softplus,512,1,0,4,0.750000,1.549107e-05,3.168145e-02,63.955335,ok
mlp,mup,softplus,512,1,0,4,0.875000,7.805289e-06,1.596293e-02,63.955335,ok
mlp,mup,softplus,512,1,0,4,1.000000,2.143798e-06,4.384372e-03,63.955335,ok
mlp,mup,softplus,512,1,1,2,0.000000,3.330494e-06,6.961347e-03,64.655778,ok
mlp,mup,softplus,512,1,1,2,0.125000,1.776529e-05,3.713273e-02,64.655778,ok
mlp,mup,softplus,512,1,1,2,0.250000,4.277990e-05,8.941789e-02,64.655778,ok
mlp,mup,softplus,512,1,1,2,0.375000,1.834772e-05,3.835012e-02,64.655778,ok
mlp,mup,softplus,512,1,1,2,0.500000,2.813607e-06,5.880959e-03,64.655778,ok
mlp,mup,softplus,512,1,1,2,0.625000,2.180943e-05,4.558574e-02,64.655778,ok
mlp,mup,softplus,512,1,1,2,0.750000,3.417137e-05,7.142448e-02,64.655778,ok
mlp,mup,softplus,512,1,1,2,0.875000,2.263022e-05,4.730135e-02,64.655778,ok
mlp,mup,softplus,512,1,1,2,1.000000,3.367059e-06,7.037776e-03,64.655778,ok
mlp,mup,softplus,512,1,1,3,0.000000,2.941614e-06,6.074572e-03,64.265813,ok
mlp,mup,softplus,512,1,1,3,0.125000,1.214586e-05,2.508177e-02,64.265813,ok
mlp,mup,softplus,512,1,1,3,0.250000,3.040493e-05,6.278761e-02,64.265813,ok
mlp,mup,softplus,512,1,1,3,0.375000,2.236804e-05,4.619106e-02,64.265813,ok
mlp,mup,softplus,512,1,1,3,0.500000,2.757956e-06,5.695310e-03,64.265813,ok
mlp,mup,softplus,512,1,1,3,0.625000,1.621828e-05,3.349151e-02,64.265813,ok
mlp,mup,softplus,512,1,1,3,0.750000,3.882863e-05,8.018297e-02,64.265813,ok
mlp,mup,softplus,512,1,1,3,0.875000,1.538201e-05,3.176458e-02,64.265813,ok
mlp,mup,softplus,512,1,1,3,1.000000,2.758175e-06,5.695762e-03,64.265813,ok
mlp,mup,softplus,512,1,1,4,0.000000,3.032990e-06,6.278119e-03,64.341955,ok
mlp,mup,softplus,512,1,1,4,0.125000,1.223163e-05,2.531878e-02,64.341955,ok
mlp,mup,softplus,512,1,1,4,0.250000,2.912741e-05,6.029211e-02,64.341955,ok
mlp,mup,softplus,512,1,1,4,0.375000,1.925634e-05,3.985953e-02,64.341955,ok
mlp,mup,softplus,512,1,1,4,0.500000,2.675730e-06,5.538611e-03,64.341955,ok
mlp,mup,softplus,512,1,1,4,0.625000,1.588133e-05,3.287346e-02,64.341955,ok
mlp,mup,softplus,512,1,1,4,0.750000,3.063048e-05,6.340338e-02,64.341955,ok
mlp,mup,softplus,512,1,1,4,0.875000,1.624956e-05,3.363568e-02,64.341955,ok
mlp,mup,softplus,512,1,1,4,1.000000,3.436792e-06,7.113965e-03,64.341955,ok
mlp,mup,softplus,512,1,2,3,0.000000,2.550385e-06,5.211121e-03,63.92603,ok
mlp,mup,softplus,512,1,2,3,0.125000,1.306643e-05,2.669823e-02,63.92603,ok
mlp,mup,softplus,512,1,2,3,0.250000,2.552793e-05,5.216042e-02,63.92603,ok
mlp,mup,softplus,512,1,2,3,0.375000,1.331278e-05,2.720159e-02,63.92603,ok
mlp,mup,softplus,512,1,2,3,0.500000,2.925775e-06,5.978145e-03,63.92603,ok
mlp,mup,softplus,512,1,2,3,0.625000,1.136400e-05,2.321970e-02,63.92603,ok
mlp,mup,softplus,512,1,2,3,0.750000,2.876905e-05,5.878290e-02,63.92603,ok
mlp,mup,softplus,512,1,2,3,0.875000,1.390055e-05,2.840256e-02,63.92603,ok
mlp,mup,softplus,512,1,2,3,1.000000,2.853991e-06,5.831470e-03,63.92603,ok
mlp,mup,softplus,512,1,2,4,0.000000,3.430405e-06,7.065598e-03,64.182517,ok
mlp,mup,softplus,512,1,2,4,0.125000,2.235594e-05,4.604648e-02,64.182517,ok
mlp,mup,softplus,512,1,2,4,0.250000,2.620251e-05,5.396926e-02,64.182517,ok
mlp,mup,softplus,512,1,2,4,0.375000,1.473922e-05,3.035834e-02,64.182517,ok
mlp,mup,softplus,512,1,2,4,0.500000,4.994605e-06,1.028738e-02,64.182517,ok
mlp,mup,softplus,512,1,2,4,0.625000,2.290679e-05,4.718106e-02,64.182517,ok
mlp,mup,softplus,512,1,2,4,0.750000,2.893148e-05,5.959011e-02,64.182517,ok
mlp,mup,softplus,512,1,2,4,0.875000,8.902842e-06,1.833716e-02,64.182517,ok
mlp,mup,softplus,512,1,2,4,1.000000,2.255874e-06,4.646419e-03,64.182517,ok
mlp,mup,softplus,512,1,3,4,0.000000,2.488259e-06,5.096112e-03,64.000984,ok
mlp,mup,softplus,512,1,3,4,0.125000,1.136936e-05,2.328517e-02,64.000984,ok
mlp,mup,softplus,512,1,3,4,0.250000,2.971240e-05,6.085287e-02,64.000984,ok
mlp,mup,softplus,512,1,3,4,0.375000,1.764823e-05,3.614469e-02,64.000984,ok
mlp,mup,softplus,512,1,3,4,0.500000,3.853954e-06,7.893141e-03,64.000984,ok
mlp,mup,softplus,512,1,3,4,0.625000,1.763338e-05,3.611426e-02,64.000984,ok
mlp,mup,softplus,512,1,3,4,0.750000,2.643875e-05,5.414822e-02,64.000984,ok
mlp,mup,softplus,512,1,3,4,0.875000,1.158615e-05,2.372917e-02,64.000984,ok
mlp,mup,softplus,512,1,3,4,1.000000,2.840389e-06,5.817296e-03,64.000984,ok
mlp,ntk,softplus,256,1,0,1,0.000000,1.092000e-05,2.660038e+00,697.987397,ok
mlp,ntk,softplus,256,1,0,1,0.125000,1.858783e-05,4.527869e+00,697.987397,ok
mlp,ntk,softplus,256,1,0,1,0.250000,1.993129e-05,4.855126e+00,697.987397,ok
mlp,ntk,softplus,256,1,0,1,0.375000,8.585000e-06,2.091248e+00,697.987397,ok
mlp,ntk,softplus,256,1,0,1,0.500000,6.290143e-07,1.532236e-01,697.987397,ok
mlp,ntk,softplus,256,1,0,1,0.625000,8.533774e-06,2.078769e+00,697.987397,ok
mlp,ntk,softplus,256,1,0,1,0.750000,2.041382e-05,4.972668e+00,697.987397,ok
mlp,ntk,softplus,256,1,0,1,0.875000,1.808423e-05,4.405197e+00,697.987397,ok
mlp,ntk,softplus,256,1,0,1,1.000000,9.969291e-06,2.428452e+00,697.987397,ok
mlp,ntk,softplus,256,1,0,2,0.000000,1.051425e-05,2.561054e+00,697.967518,ok
mlp,ntk,softplus,256,1,0,2,0.125000,1.599307e-05,3.895581e+00,697.967518,ok
mlp,ntk,softplus,256,1,0,2,0.250000,1.606440e-05,3.912955e+00,697.967518,ok
mlp,ntk,softplus,256,1,0,2,0.375000,6.691628e-06,1.629942e+00,697.967518,ok
mlp,ntk,softplus,256,1,0,2,0.500000,5.926653e-07,1.443610e-01,697.967518,ok
mlp,ntk,softplus,256,1,0,2,0.625000,6.686406e-06,1.628670e+00,697.967518,ok
mlp,ntk,softplus,256,1,0,2,0.750000,1.636351e-05,3.985813e+00,697.967518,ok
mlp,ntk,softplus,256,1,0,2,0.875000,1.573791e-05,3.833431e+00,697.967518,ok
mlp,ntk,softplus,256,1,0,2,1.000000,9.651716e-06,2.350959e+00,697.967518,ok
mlp,ntk,softplus,256,1,0,3,0.000000,1.128961e-05,2.750775e+00,698.076442,ok
mlp,ntk,softplus,256,1,0,3,0.125000,1.647517e-05,4.014263e+00,698.076442,ok
mlp,ntk,softplus,256,1,0,3,0.250000,1.579150e-05,3.847683e+00,698.076442,ok
mlp,ntk,softplus,256,1,0,3,0.375000,6.650396e-06,1.620405e+00,698.076442,ok
mlp,ntk,softplus,256,1,0,3,0.500000,7.964703e-07,1.940643e-01,698.076442,ok
mlp,ntk,softplus,256,1,0,3,0.625000,6.892912e-06,1.679495e+00,698.076442,ok
mlp,ntk,softplus,256,1,0,3,0.750000,1.613381e-05,3.931090e+00,698.076442,ok
mlp,ntk,softplus,256,1,0,3,0.875000,1.565115e-05,3.813486e+00,698.076442,ok
mlp,ntk,softplus,256,1,0,3,1.000000,9.816999e-06,2.391964e+00,698.076442,ok
mlp,ntk,softplus,256,1,0,4,0.000000,1.864181e-05,4.545345e+00,698.319859,ok
mlp,ntk,softplus,256,1,0,4,0.125000,3.282290e-05,8.003054e+00,698.319859,ok
mlp,ntk,softplus,256,1,0,4,0.250000,3.088452e-05,7.530429e+00,698.319859,ok
mlp,ntk,softplus,256,1,0,4,0.375000,9.540618e-06,2.326244e+00,698.319859,ok
mlp,ntk,softplus,256,1,0,4,0.500000,6.973695e-07,1.700363e-01,698.319859,ok
