arch,regime,act,width,width_paper,smooth,n_pairs,rq_mid_med,rq_mid_q1,rq_mid_q3,trP_mid_med,trP_sem_mid_med,lmax_mid_med,lmax_A_med,dnorm_med,flen_mid_med,align_mid_med,align_mid_rat,spec_mid_rat,top1_mid_med,dip_depth,t_at_peak,n_profile_t,barrier,alpha_rq,alpha_rq_r2,alpha_trP,alpha_trP_r2,alpha_align,alpha_align_r2,alpha_dnorm,alpha_dnorm_r2,alpha_flen,alpha_flen_r2,alpha_lmax,alpha_lmax_r2,alpha_B,alpha_B_r2,alpha_dip,alpha_dip_r2,n_widths,resid_rq
mlp,mup,tanh,128,128,1,10,0.00092116455,0.000733968,0.001022362,0.0003126394,8.682e-06,1.4488285,0.054035,37.918,0.6618451050436114,2.9325314714464303,2.946412224434924,0.0006357995787631179,0.00805651946931802,1.8148196215323311,0.8,25,0.05935,1.8752,0.9863,2.4247,0.9988,-0.5496,0.9208,-0.4817,0.997,0.9139,0.9199,0.8934,0.9428,0.7927,0.9604,-0.1682,0.7881,7,0.0001
mlp,mup,tanh,256,256,1,10,0.0001854495,0.0001592376,0.0002890737,5.793375e-05,1.9755e-06,0.6564003,0.0228205,51.41155,0.24715892231719092,3.2971143922457227,3.2010615573823546,0.00028252500798674223,0.00869399429386444,2.56642185608481,0.25,25,0.02665,1.8752,0.9863,2.4247,0.9988,-0.5496,0.9208,-0.4817,0.997,0.9139,0.9199,0.8934,0.9428,0.7927,0.9604,-0.1682,0.7881,7,0.0001
mlp,mup,tanh,512,512,1,10,6.6269795e-05,6.203605e-05,7.984901e-05,1.1911605e-05,4.3615e-07,0.34842275,0.0109815,72.63650000000001,0.17649772729004348,5.774786901933162,5.56346478916989,0.00019019939140024585,0.010576309517580311,2.4579674646647085,0.2,25,0.018349999999999998,1.8752,0.9863,2.4247,0.9988,-0.5496,0.9208,-0.4817,0.997,0.9139,0.9199,0.8934,0.9428,0.7927,0.9604,-0.1682,0.7881,7,0.0001
mlp,mup,tanh,1024,1024,1,10,2.3726365e-05,2.042592e-05,2.704276e-05,2.7106665e-06,1.017e-07,0.24480065,0.0073988,104.0113,0.12836800053235314,9.255446550783645,8.752963523915612,9.692116830572141e-05,0.012228708616098989,2.43386987429385,0.75,25,0.011300000000000001,1.8752,0.9863,2.4247,0.9988,-0.5496,0.9208,-0.4817,0.997,0.9139,0.9199,0.8934,0.9428,0.7927,0.9604,-0.1682,0.7881,7,0.0001
mlp,mup,tanh,2048,2048,1,10,7.1632495e-06,6.233513e-06,7.424263e-06,4.421782e-07,1.759e-08,0.15250595,0.004698,149.20085,0.07907848105294889,15.83949854704182,16.199915554407703,4.697029525733258e-05,0.02749989036021964,2.524911354825767,0.25,25,0.00715,1.8752,0.9863,2.4247,0.9988,-0.5496,0.9208,-0.4817,0.997,0.9139,0.9199,0.8934,0.9428,0.7927,0.9604,-0.1682,0.7881,7,0.0001
mlp,mup,tanh,4096,4096,1,10,1.900621e-06,1.67783e-06,1.983299e-06,7.7076595e-08,3.1535e-09,0.10434199999999999,0.0036392,211.1252,0.04225136440546379,23.90593212452399,24.658860449141535,1.8215301604339577e-05,0.042758842656073125,3.385216463461153,0.3,25,0.00525,1.8752,0.9863,2.4247,0.9988,-0.5496,0.9208,-0.4817,0.997,0.9139,0.9199,0.8934,0.9428,0.7927,0.9604,-0.1682,0.7881,7,0.0001
mlp,ntk,gelu,64,64,1,10,1.32289e-05,1.118462e-05,1.502894e-05,nan,nan,nan,0.30904,321.7472,0.6836246078253247,nan,nan,nan,nan,6.810021241373055,0.75,21,0.4662,1.7613,0.9911,nan,nan,nan,nan,-0.7063,0.9909,0.3484,0.9841,nan,nan,-0.2166,0.9905,-0.5595,0.9944,7,
mlp,ntk,gelu,128,128,1,10,5.0931065e-06,4.140059e-06,5.798225e-06,nan,nan,nan,0.2632,466.0991,0.5535896141542177,nan,nan,nan,nan,9.271179583619546,0.75,21,0.52075,1.7613,0.9911,nan,nan,nan,nan,-0.7063,0.9909,0.3484,0.9841,nan,nan,-0.2166,0.9905,-0.5595,0.9944,7,
mlp,ntk,gelu,256,256,1,10,1.671581e-06,1.651396e-06,1.871156e-06,nan,nan,nan,0.20961999999999997,697.7176,0.40700577504416374,nan,nan,nan,nan,13.49805962140034,0.75,21,0.5721,1.7613,0.9911,nan,nan,nan,nan,-0.7063,0.9909,0.3484,0.9841,nan,nan,-0.2166,0.9905,-0.5595,0.9944,7,
mlp,ntk,gelu,512,512,1,10,6.2898615e-07,5.692603e-07,6.898034e-07,nan,nan,nan,0.16698,1097.8991,0.37893912610638014,nan,nan,nan,nan,18.1008119177187,0.75,21,0.69835,1.7613,0.9911,nan,nan,nan,nan,-0.7063,0.9909,0.3484,0.9841,nan,nan,-0.2166,0.9905,-0.5595,0.9944,7,
mlp,ntk,gelu,1024,1024,1,10,1.7190685000000002e-07,1.454198e-07,1.839362e-07,nan,nan,nan,0.14388499999999999,1837.65075,0.29003775683086547,nan,nan,nan,nan,28.82283922950132,0.25,21,0.83625,1.7613,0.9911,nan,nan,nan,nan,-0.7063,0.9909,0.3484,0.9841,nan,nan,-0.2166,0.9905,-0.5595,0.9944,7,
mlp,ntk,gelu,2048,2048,1,10,3.782658e-08,3.082688e-08,4.396908e-08,nan,nan,nan,0.11134000000000001,3275.286,0.2029409613635418,nan,nan,nan,nan,46.08572860670989,0.2,21,0.9761,1.7613,0.9911,nan,nan,nan,nan,-0.7063,0.9909,0.3484,0.9841,nan,nan,-0.2166,0.9905,-0.5595,0.9944,7,
mlp,ntk,gelu,4096,4096,1,10,8.352614e-09,7.174968e-09,9.269773e-09,nan,nan,nan,0.099559,6128.52855,0.15691424700282677,nan,nan,nan,nan,67.75448380590795,0.2,21,1.0972,1.7613,0.9911,nan,nan,nan,nan,-0.7063,0.9909,0.3484,0.9841,nan,nan,-0.2166,0.9905,-0.5595,0.9944,7,
