kind,shard,regime,act,width,seed,seedA,seedB,acc,accA,accB,barrier,dF_op,wmove,epochs,status
net,4,mup,gelu,256,2,,,0.9873,,,,0.011108,1.6442,30,ok
net,4,mup,gelu,256,3,,,0.9855,,,,0.008576,1.6202,30,ok
net,4,mup,gelu,256,4,,,0.9856,,,,0.004257,1.6124,30,ok
pair,4,mup,gelu,256,,0,1,,0.9845,0.9852,0.0068,,,30,ok
pair,4,mup,gelu,256,,0,2,,0.9845,0.9873,0.0076,,,30,ok
pair,4,mup,gelu,256,,0,3,,0.9845,0.9855,0.0068,,,30,ok
pair,4,mup,gelu,256,,0,4,,0.9845,0.9856,0.0048,,,30,ok
pair,4,mup,gelu,256,,1,2,,0.9852,0.9873,0.0069,,,30,ok
pair,4,mup,gelu,256,,1,3,,0.9852,0.9855,0.0067,,,30,ok
pair,4,mup,gelu,256,,1,4,,0.9852,0.9856,0.0063,,,30,ok
pair,4,mup,gelu,256,,2,3,,0.9873,0.9855,0.007,,,30,ok
pair,4,mup,gelu,256,,2,4,,0.9873,0.9856,0.0061,,,30,ok
pair,4,mup,gelu,256,,3,4,,0.9855,0.9856,0.0074,,,30,ok
net,4,mup,gelu,512,0,,,0.9857,,,,0.002552,1.6008,30,ok
net,4,mup,gelu,512,1,,,0.9855,,,,0.001234,1.599,30,ok
net,4,mup,gelu,512,2,,,0.9865,,,,0.000783,1.5741,30,ok
net,4,mup,gelu,512,3,,,0.9865,,,,0.001382,1.5833,30,ok
net,4,mup,gelu,512,4,,,0.9871,,,,0.005362,1.6067,30,ok
pair,4,mup,gelu,512,,0,1,,0.9857,0.9855,0.0025,,,30,ok
pair,4,mup,gelu,512,,0,2,,0.9857,0.9865,0.0019,,,30,ok
pair,4,mup,gelu,512,,0,3,,0.9857,0.9865,0.0025,,,30,ok
pair,4,mup,gelu,512,,0,4,,0.9857,0.9871,0.0028,,,30,ok
pair,4,mup,gelu,512,,1,2,,0.9855,0.9865,0.0024,,,30,ok
pair,4,mup,gelu,512,,1,3,,0.9855,0.9865,0.0027,,,30,ok
pair,4,mup,gelu,512,,1,4,,0.9855,0.9871,0.0039,,,30,ok
pair,4,mup,gelu,512,,2,3,,0.9865,0.9865,0.0017,,,30,ok
pair,4,mup,gelu,512,,2,4,,0.9865,0.9871,0.0028,,,30,ok
pair,4,mup,gelu,512,,3,4,,0.9865,0.9871,0.0029,,,30,ok
net,4,mup,gelu,1024,0,,,0.9876,,,,0.000996,1.5997,30,ok
net,4,mup,gelu,1024,1,,,0.9872,,,,0.001362,1.6138,30,ok
net,4,mup,gelu,1024,2,,,0.9866,,,,0.001054,1.5945,30,ok
net,4,mup,gelu,1024,3,,,0.9873,,,,0.001007,1.611,30,ok
net,4,mup,gelu,1024,4,,,0.9872,,,,0.001515,1.6318,30,ok
pair,4,mup,gelu,1024,,0,1,,0.9876,0.9872,0.0014,,,30,ok
pair,4,mup,gelu,1024,,0,2,,0.9876,0.9866,0.0018,,,30,ok
pair,4,mup,gelu,1024,,0,3,,0.9876,0.9873,0.0017,,,30,ok
pair,4,mup,gelu,1024,,0,4,,0.9876,0.9872,0.0013,,,30,ok
pair,4,mup,gelu,1024,,1,2,,0.9872,0.9866,0.0012,,,30,ok
pair,4,mup,gelu,1024,,1,3,,0.9872,0.9873,0.0012,,,30,ok
pair,4,mup,gelu,1024,,1,4,,0.9872,0.9872,0.0011,,,30,ok
pair,4,mup,gelu,1024,,2,3,,0.9866,0.9873,0.0014,,,30,ok
pair,4,mup,gelu,1024,,2,4,,0.9866,0.9872,0.0014,,,30,ok
pair,4,mup,gelu,1024,,3,4,,0.9873,0.9872,0.0014,,,30,ok
net,4,mup,gelu,2048,0,,,0.9879,,,,0.000808,1.6462,30,ok
net,4,mup,gelu,2048,1,,,0.9865,,,,0.00096,1.6471,30,ok
net,4,mup,gelu,2048,2,,,0.9867,,,,0.000889,1.641,30,ok
net,4,mup,gelu,2048,3,,,0.9859,,,,0.000412,1.6336,30,ok
net,4,mup,gelu,2048,4,,,0.9874,,,,0.000866,1.6488,30,ok
pair,4,mup,gelu,2048,,0,1,,0.9879,0.9865,0.0007,,,30,ok
pair,4,mup,gelu,2048,,0,2,,0.9879,0.9867,0.0008,,,30,ok
pair,4,mup,gelu,2048,,0,3,,0.9879,0.9859,0.0006,,,30,ok
pair,4,mup,gelu,2048,,0,4,,0.9879,0.9874,0.0009,,,30,ok
pair,4,mup,gelu,2048,,1,2,,0.9865,0.9867,0.0008,,,30,ok
pair,4,mup,gelu,2048,,1,3,,0.9865,0.9859,0.0008,,,30,ok
pair,4,mup,gelu,2048,,1,4,,0.9865,0.9874,0.0007,,,30,ok
pair,4,mup,gelu,2048,,2,3,,0.9867,0.9859,0.001,,,30,ok
pair,4,mup,gelu,2048,,2,4,,0.9867,0.9874,0.0007,,,30,ok
pair,4,mup,gelu,2048,,3,4,,0.9859,0.9874,0.0008,,,30,ok
net,4,mup,gelu,4096,0,,,0.988,,,,0.000484,1.6921,30,ok
net,4,mup,gelu,4096,1,,,0.9881,,,,0.000411,1.684,30,ok
net,4,mup,gelu,4096,2,,,0.9876,,,,0.000359,1.6897,30,ok
net,4,mup,gelu,4096,3,,,0.9873,,,,0.000336,1.6635,30,ok
net,4,mup,gelu,4096,4,,,0.9882,,,,0.000643,1.6879,30,ok
pair,4,mup,gelu,4096,,0,1,,0.988,0.9881,0.0005,,,30,ok
pair,4,mup,gelu,4096,,0,2,,0.988,0.9876,0.0006,,,30,ok
pair,4,mup,gelu,4096,,0,3,,0.988,0.9873,0.0004,,,30,ok
pair,4,mup,gelu,4096,,0,4,,0.988,0.9882,0.0006,,,30,ok
pair,4,mup,gelu,4096,,1,2,,0.9881,0.9876,0.0006,,,30,ok
pair,4,mup,gelu,4096,,1,3,,0.9881,0.9873,0.0005,,,30,ok
