mode,regime,act,width,n_seeds,n_pairs,acc_med,dF_med,dF_q1,dF_q3,dev_rel_med,dev_rel_q1,dev_rel_q3,dev_rel2_med,gamma_mid_med,flen_mid_med,flen_mid_q1,flen_mid_q3,rq_mid_med,fd_instab_med,alpha_dF,alpha_dF_r2,alpha_devrel2,alpha_devrel2_r2,alpha_flen,alpha_flen_r2
cnn,ntk,gelu,8,4,10,0.8865,0.1639085,0.138733,0.21301675,0.0875653,0.0823467125,0.10233302250000001,5.234902264920469e-05,1146.1465,8.9597015,5.41615875,14.132695,6.404378e-06,0.84715,0.7347,0.8932,1.7806,0.9995,0.6037,0.8454
cnn,ntk,relu,1,0,0,0.8827,,,,,,,,,,,,,,,,,,,
cnn,ntk,relu,2,0,0,0.8856,,,,,,,,,,,,,,,,,,,
cnn,ntk,relu,4,0,0,0.8872,,,,,,,,,,,,,,,,,,,
cnn,ntk,relu,8,0,0,0.8872,,,,,,,,,,,,,,,,,,,
cnn,ntk,softplus,1,3,10,0.8743,0.276397,0.2590385,0.3685095,0.27791805,0.250087775,0.31810515,0.0013061545979707666,988.4586999999999,27.813875,16.62388,43.150240000000004,0.001224239,1.9676,0.7119,0.9551,1.8315,0.9962,0.2722,0.4195
cnn,ntk,softplus,2,4,10,0.8774,0.22977799999999998,0.214364,0.249581,0.19073800000000002,0.142681975,0.2520932,0.0004577793556561649,1193.094,24.027835000000003,18.261812499999998,42.3140875,0.00027793925000000003,0.9071,0.7119,0.9551,1.8315,0.9962,0.2722,0.4195
cnn,ntk,softplus,4,4,10,0.8745,0.121844,0.10622175,0.1379475,0.09816814500000001,0.090300545,0.1407603,0.00011793365674490572,664.11995,11.785945,7.957281500000001,22.9875125,3.3947315e-05,0.8865000000000001,0.7119,0.9551,1.8315,0.9962,0.2722,0.4195
cnn,ntk,softplus,8,4,10,0.8739,0.065917,0.051846249999999997,0.07837025,0.049870395,0.0423416425,0.100088015,2.982538346876232e-05,900.8530000000001,18.801715,10.715085,27.081072499999998,1.343579e-05,1.00685,0.7119,0.9551,1.8315,0.9962,0.2722,0.4195
cnn,ntk,swish,1,5,10,0.8837,0.450844,0.434438,0.514879,0.42352615000000005,0.37745827499999995,0.6318885750000001,0.002008031915616649,1148.509,28.30995,19.8276125,51.3261525,0.00125719965,0.83535,0.4954,0.9436,1.8279,0.9946,0.3253,0.4469
cnn,ntk,swish,2,5,10,0.8856,0.279877,0.212011,0.290344,0.31037335,0.24752195,0.3512376,0.000746295324371666,1254.068,16.604889999999997,10.204028000000001,29.678665000000002,0.0001920103,0.76305,0.4954,0.9436,1.8279,0.9946,0.3253,0.4469
cnn,ntk,swish,4,4,10,0.8893,0.254473,0.22695725,0.280186,0.14887450000000002,0.109851425,0.16389235,0.00017890243345547566,1108.23895,9.7548145,6.332579,27.245255,2.823478e-05,1.1635,0.4954,0.9436,1.8279,0.9946,0.3253,0.4469
cnn,ntk,swish,8,4,10,0.8861,0.1481555,0.13061575,0.18011950000000002,0.07922441499999999,0.07023785,0.083235925,4.7359687216692086e-05,1096.145,15.941265,12.806655,23.67939,1.1392529999999998e-05,1.0301,0.4954,0.9436,1.8279,0.9946,0.3253,0.4469
cnn,ntk,tanh,1,4,10,0.852,0.652755,0.50944075,0.8095687500000001,0.13469185,0.124218675,0.17025735,0.0006233423317693358,368.2513,12.1348865,5.6290404999999994,15.090555,0.00052288605,1.0154999999999998,1.355,0.9971,1.8303,0.9932,0.6892,0.7859
cnn,ntk,tanh,2,5,10,0.8532,0.258706,0.21351,0.467698,0.086070675,0.0830162825,0.1028602,0.0002050717195436275,525.0052,10.79888,8.24586225,15.6162725,0.00012273735,0.76285,1.355,0.9971,1.8303,0.9932,0.6892,0.7859
cnn,ntk,tanh,4,5,10,0.846,0.112236,0.08198,0.126155,0.053192395,0.047888965,0.05645365,6.36295307085192e-05,464.1861,8.578992,7.369452000000001,9.4987735,2.455997e-05,0.6937,1.355,0.9971,1.8303,0.9932,0.6892,0.7859
cnn,ntk,tanh,8,4,10,0.8348,0.037666,0.03513275,0.04523575,0.022440035,0.0185959225,0.0283273175,1.3414321212031031e-05,380.7522,2.6653685,2.5607935,3.47205475,1.9049234999999999e-06,0.93655,1.355,0.9971,1.8303,0.9932,0.6892,0.7859
cnn,sp,gelu,1,5,10,0.9104,4.707598,3.630984,4.833419,2.189618,1.84230775,2.5827247499999997,0.0418469233937854,2068.0615000000003,15.034915000000002,10.66616,17.231832500000003,0.010829721,0.9471499999999999,1.3906,0.9953,-1.0965,0.8107,1.4457,0.9992
cnn,sp,gelu,2,5,10,0.9191,1.761868,1.613442,6.271892,10.764685,9.1435415,12.3450225,0.20208200984761937,6904.856,5.902081,5.156171,6.64844725,0.004145148499999999,0.82065,1.3906,0.9953,-1.0965,0.8107,1.4457,0.9992
cnn,sp,gelu,4,5,10,0.9262,0.788345,0.476011,0.888391,22.96964,16.9971225,25.18956,0.436364414824617,12934.44,1.9934500000000002,1.8643535,2.2425812499999997,0.0014357415,0.79335,1.3906,0.9953,-1.0965,0.8107,1.4457,0.9992
cnn,sp,gelu,8,5,10,0.9304,0.247667,0.176791,0.297772,23.62901,21.094375,24.248765,0.4078480115656171,16895.035,0.76482015,0.666940125,0.849934975,0.00045426315,0.9694,1.3906,0.9953,-1.0965,0.8107,1.4457,0.9992
cnn,sp,relu,1,0,0,0.9138,,,,,,,,,,,,,,,,,,,
cnn,sp,relu,2,0,0,0.9168,,,,,,,,,,,,,,,,,,,
cnn,sp,relu,4,0,0,0.9227,,,,,,,,,,,,,,,,,,,
cnn,sp,relu,8,0,0,0.9273,,,,,,,,,,,,,,,,,,,
cnn,sp,softplus,1,5,10,0.9041,1.303025,1.051803,1.312211,0.32741339999999997,0.265879225,0.4057797,0.006542194076436859,260.32939999999996,4.0136515,3.8744507500000003,5.9043255,0.0031836135,0.8237,-0.0856,0.0564,0.2967,0.8376,0.5007,0.9966
cnn,sp,softplus,2,4,10,0.9116,0.7412955,0.70994875,0.81180275,0.3583619,0.276117575,0.50596975,0.006704317128518109,260.8927,2.8809465,2.4605495,4.14348175,0.00203178,0.8916,-0.0856,0.0564,0.2967,0.8376,0.5007,0.9966
cnn,sp,softplus,4,5,10,0.9153,1.578495,1.10399,3.245312,0.29548175,0.261046,0.373434575,0.005214027854224174,180.31725,2.1059409999999996,2.00536475,2.77740525,0.0013134205,1.1025,-0.0856,0.0564,0.2967,0.8376,0.5007,0.9966
cnn,sp,softplus,8,5,10,0.9154,1.234396,1.111441,1.734887,0.21974470000000002,0.1448762,0.260574275,0.00358449468289927,144.6261,1.4012485,1.25898375,1.717921,0.0007412467999999999,0.97525,-0.0856,0.0564,0.2967,0.8376,0.5007,0.9966
cnn,sp,swish,1,5,10,0.9073,3.753892,3.469525,4.267331,2.0256405,1.8137495000000001,2.560358,0.038437413646295514,1794.516,16.994805,11.836604999999999,20.950000000000003,0.01222838,0.9653,1.3386,0.9602,-1.152,0.8012,1.3266,0.999
cnn,sp,swish,2,5,10,0.916,1.018203,0.827352,1.212258,10.284344999999998,9.475852249999999,11.9987575,0.1933451447601555,7882.708500000001,6.9729095,5.291542499999999,8.824409,0.0048885915,0.97835,1.3386,0.9602,-1.152,0.8012,1.3266,0.999
cnn,sp,swish,4,5,10,0.9237,0.377634,0.314548,0.391106,25.61292,24.6874325,28.5014275,0.4765897159407593,21585.905,2.5643855,2.34061225,2.69844625,0.001760173,0.9077999999999999,1.3386,0.9602,-1.152,0.8012,1.3266,0.999
cnn,sp,swish,8,5,10,0.9275,0.237049,0.181997,0.3054,23.91118,22.3342575,30.645567500000002,0.40751936565720415,18590.09,1.1065825,0.854764575,1.15601225,0.00063267415,0.9612,1.3386,0.9602,-1.152,0.8012,1.3266,0.999
cnn,sp,tanh,1,5,10,0.911,2.269006,2.212127,5.574408,3.0026515,2.5391797499999997,3.44333375,0.053699958731896556,3000.432,14.94756,12.1977625,18.360970000000002,0.009441581000000001,0.80385,0.5883,0.9585,-0.7102,0.982,1.1118,0.9949
cnn,sp,tanh,2,5,10,0.9174,1.745348,1.597041,4.708794,4.6442654999999995,3.513655,4.929111499999999,0.08201544061742792,4491.4685,7.6552115,6.998253999999999,9.040044,0.0048550185,1.149,0.5883,0.9585,-0.7102,0.982,1.1118,0.9949
cnn,sp,tanh,4,5,10,0.9219,1.231121,1.163759,1.266522,9.112197,8.638554249999999,10.8667125,0.16160057790183543,9462.539499999999,3.6475795,3.2587800000000002,4.373676,0.00226514,0.7917000000000001,0.5883,0.9585,-0.7102,0.982,1.1118,0.9949
cnn,sp,tanh,8,5,10,0.9272,0.654658,0.475486,0.742297,13.572875,12.3876075,16.9416825,0.22101146316934606,10459.295,1.4666234999999999,1.2683567500000001,1.91038875,0.00076515435,0.84655,0.5883,0.9585,-0.7102,0.982,1.1118,0.9949
