mode,regime,act,width,seedA,seedB,dnorm,rq_t0.000,rq_t0.050,rq_t0.100,rq_t0.150,rq_t0.200,rq_t0.250,rq_t0.300,rq_t0.350,rq_t0.400,rq_t0.450,rq_t0.500,rq_t0.550,rq_t0.600,rq_t0.650,rq_t0.700,rq_t0.750,rq_t0.800,rq_t0.850,rq_t0.900,rq_t0.950,rq_t1.000,rq_min,rq_max,t_argmin,accA,accB,status
mlp,mup,tanh,512,3,4,7.336147e+01,3.690042e-06,8.596338e-06,2.944503e-05,8.298268e-05,1.640623e-04,1.600048e-04,1.305726e-04,1.047016e-04,7.977259e-05,5.071775e-05,6.623729e-05,7.310004e-05,8.400481e-05,1.072136e-04,1.421600e-04,1.544509e-04,1.258055e-04,9.894253e-05,3.987337e-05,1.189799e-05,5.607842e-06,3.690042e-06,1.640623e-04,0.0000,0.9834,0.983,ok
mlp,mup,tanh,1024,0,1,1.037037e+02,1.496966e-06,3.299692e-06,9.054143e-06,2.314998e-05,4.535874e-05,4.385667e-05,3.542119e-05,2.892293e-05,3.269892e-05,2.359154e-05,2.042592e-05,2.618180e-05,2.776114e-05,4.069680e-05,4.255154e-05,3.491175e-05,2.523536e-05,1.595646e-05,7.885072e-06,3.506232e-06,1.692225e-06,1.496966e-06,4.535874e-05,0.0000,0.9846,0.9843,ok
mlp,mup,tanh,1024,0,2,1.041830e+02,1.627096e-06,4.510609e-06,1.052429e-05,1.665006e-05,3.758329e-05,6.111752e-05,6.498942e-05,5.580679e-05,4.797799e-05,3.485093e-05,2.348706e-05,2.860560e-05,4.123689e-05,5.136402e-05,6.465843e-05,5.777596e-05,4.144786e-05,3.012150e-05,1.356186e-05,6.299775e-06,1.486068e-06,1.486068e-06,6.498942e-05,1.0000,0.9846,0.9845,ok
mlp,mup,tanh,1024,0,3,1.033226e+02,1.407553e-06,3.747282e-06,9.942064e-06,2.788346e-05,5.978875e-05,5.992162e-05,5.127764e-05,5.264734e-05,4.785800e-05,2.799751e-05,3.408690e-05,2.883977e-05,3.561353e-05,4.918705e-05,6.240617e-05,6.207315e-05,3.555258e-05,1.910410e-05,1.129165e-05,4.165648e-06,1.683858e-06,1.407553e-06,6.240617e-05,0.0000,0.9846,0.9833,ok
mlp,mup,tanh,1024,0,4,1.019705e+02,1.385184e-06,3.262844e-06,6.834737e-06,1.460014e-05,2.544367e-05,4.007814e-05,6.801212e-05,7.499572e-05,4.019810e-05,2.580649e-05,1.741619e-05,2.523405e-05,3.153484e-05,4.638288e-05,4.736750e-05,5.496440e-05,5.628603e-05,3.489291e-05,1.012494e-05,3.813882e-06,1.593905e-06,1.385184e-06,7.499572e-05,0.0000,0.9846,0.9851,ok
mlp,mup,tanh,1024,1,2,1.058497e+02,1.313964e-06,2.570413e-06,7.535789e-06,1.745613e-05,3.024192e-05,3.596559e-05,3.740125e-05,4.992234e-05,3.679390e-05,2.494869e-05,2.238641e-05,2.399527e-05,3.812309e-05,4.280406e-05,3.947965e-05,4.147986e-05,3.085970e-05,1.590806e-05,8.505443e-06,3.460760e-06,1.444741e-06,1.313964e-06,4.992234e-05,0.0000,0.9843,0.9845,ok
mlp,mup,tanh,1024,1,3,1.052717e+02,1.708430e-06,4.161242e-06,1.156638e-05,3.195598e-05,4.127065e-05,6.192615e-05,4.927749e-05,4.926862e-05,3.259819e-05,4.069012e-05,3.422232e-05,3.051496e-05,4.026852e-05,6.369751e-05,6.909879e-05,5.771781e-05,3.523644e-05,2.335476e-05,9.094058e-06,3.699541e-06,1.730681e-06,1.708430e-06,6.909879e-05,0.0000,0.9843,0.9833,ok
mlp,mup,tanh,1024,1,4,1.038652e+02,1.426694e-06,3.292545e-06,9.854594e-06,3.214151e-05,4.071627e-05,5.686775e-05,5.049576e-05,5.223682e-05,3.841610e-05,2.233106e-05,2.396567e-05,3.048727e-05,4.227591e-05,4.328348e-05,5.381573e-05,7.958781e-05,3.771249e-05,1.910051e-05,6.748506e-06,3.338296e-06,1.445732e-06,1.426694e-06,7.958781e-05,0.0000,0.9843,0.9851,ok
mlp,mup,tanh,1024,2,3,1.055027e+02,1.340358e-06,2.759932e-06,7.541260e-06,1.845661e-05,3.822252e-05,4.808338e-05,5.873051e-05,5.892909e-05,4.125523e-05,2.592242e-05,2.704276e-05,2.523105e-05,3.323008e-05,3.366151e-05,5.343474e-05,6.759928e-05,4.807851e-05,2.446823e-05,1.019611e-05,4.925303e-06,1.635537e-06,1.340358e-06,6.759928e-05,0.0000,0.9845,0.9833,ok
mlp,mup,tanh,1024,2,4,1.041574e+02,1.412884e-06,3.928501e-06,1.195938e-05,1.937490e-05,2.980394e-05,3.745868e-05,4.037945e-05,4.094185e-05,2.978610e-05,2.149284e-05,1.607853e-05,1.852425e-05,2.463226e-05,3.846141e-05,4.968558e-05,4.633099e-05,4.017979e-05,2.888680e-05,1.178178e-05,4.674381e-06,1.583756e-06,1.412884e-06,4.968558e-05,0.0000,0.9845,0.9851,ok
mlp,mup,tanh,1024,3,4,1.036874e+02,1.456956e-06,3.558606e-06,6.753422e-06,1.450629e-05,3.733559e-05,5.918045e-05,7.330056e-05,4.636403e-05,3.900837e-05,2.553111e-05,2.693868e-05,2.838448e-05,3.565223e-05,4.874311e-05,6.181417e-05,6.429048e-05,3.689595e-05,1.970977e-05,8.967740e-06,4.257122e-06,1.542116e-06,1.456956e-06,7.330056e-05,0.0000,0.9833,0.9851,ok
mlp,mup,tanh,2048,0,1,1.483677e+02,4.265071e-07,1.371957e-06,3.531673e-06,8.810382e-06,1.672829e-05,1.545953e-05,1.423541e-05,1.140752e-05,6.482996e-06,6.179265e-06,4.984643e-06,6.784581e-06,1.050613e-05,1.621940e-05,1.585799e-05,1.318520e-05,9.066831e-06,6.516378e-06,2.822988e-06,1.067446e-06,4.382756e-07,4.265071e-07,1.672829e-05,0.0000,0.9843,0.9856,ok
mlp,mup,tanh,2048,0,2,1.476930e+02,4.916639e-07,1.273100e-06,4.098934e-06,9.314421e-06,1.570779e-05,1.848367e-05,2.367445e-05,1.666661e-05,1.076626e-05,5.946745e-06,7.033196e-06,1.160424e-05,1.416140e-05,1.176004e-05,1.358791e-05,1.522428e-05,1.367511e-05,9.100978e-06,3.033475e-06,1.074278e-06,4.730498e-07,4.730498e-07,2.367445e-05,1.0000,0.9843,0.9846,ok
mlp,mup,tanh,2048,0,3,1.480599e+02,4.743645e-07,1.371430e-06,3.829313e-06,8.869858e-06,1.840970e-05,1.907236e-05,1.642106e-05,8.129026e-06,7.348280e-06,8.440079e-06,6.233513e-06,6.482742e-06,7.729273e-06,1.515343e-05,1.532463e-05,1.600295e-05,1.393764e-05,1.422440e-05,4.917215e-06,1.451695e-06,5.085143e-07,4.743645e-07,1.907236e-05,0.0000,0.9843,0.9848,ok
mlp,mup,tanh,2048,0,4,1.488830e+02,4.434898e-07,1.004153e-06,2.622041e-06,6.114934e-06,1.088022e-05,1.616470e-05,1.696270e-05,1.148110e-05,9.081923e-06,8.011080e-06,6.290045e-06,7.303610e-06,1.262821e-05,1.963423e-05,1.399528e-05,1.115822e-05,6.643778e-06,4.158291e-06,1.885816e-06,8.652386e-07,3.927281e-07,3.927281e-07,1.963423e-05,1.0000,0.9843,0.9849,ok
mlp,mup,tanh,2048,1,2,1.494496e+02,4.569872e-07,1.575666e-06,4.258323e-06,8.606118e-06,1.617863e-05,2.735385e-05,1.951667e-05,1.739832e-05,1.216595e-05,7.044768e-06,7.293303e-06,1.697295e-05,1.887693e-05,1.550553e-05,1.581256e-05,1.079631e-05,1.406543e-05,8.723954e-06,4.629847e-06,1.565142e-06,5.283508e-07,4.569872e-07,2.735385e-05,0.0000,0.9856,0.9846,ok
mlp,mup,tanh,2048,1,3,1.497943e+02,5.412525e-07,1.178665e-06,2.313419e-06,6.107104e-06,1.474519e-05,2.331074e-05,3.073259e-05,2.001196e-05,1.289365e-05,7.643904e-06,8.119308e-06,8.965754e-06,1.563354e-05,1.918269e-05,1.646622e-05,1.812746e-05,1.311457e-05,8.244762e-06,3.351836e-06,1.247288e-06,4.674969e-07,4.674969e-07,3.073259e-05,1.0000,0.9856,0.9848,ok
mlp,mup,tanh,2048,1,4,1.504409e+02,5.155587e-07,1.213492e-06,3.335470e-06,8.914053e-06,2.000476e-05,1.768947e-05,1.415100e-05,1.331438e-05,1.122357e-05,8.246905e-06,7.417167e-06,9.539432e-06,1.069656e-05,1.614503e-05,1.683441e-05,1.723015e-05,1.117926e-05,5.811596e-06,2.631975e-06,9.939930e-07,4.355048e-07,4.355048e-07,2.000476e-05,1.0000,0.9856,0.9849,ok
mlp,mup,tanh,2048,2,3,1.489521e+02,4.957568e-07,1.241711e-06,2.900131e-06,5.794458e-06,1.032057e-05,1.539083e-05,1.792353e-05,1.652611e-05,1.478979e-05,8.981492e-06,7.424263e-06,1.200822e-05,1.752770e-05,1.475365e-05,1.498440e-05,1.446999e-05,1.061549e-05,5.123210e-06,2.429800e-06,9.662600e-07,3.918038e-07,3.918038e-07,1.792353e-05,1.0000,0.9846,0.9848,ok
mlp,mup,tanh,2048,2,4,1.500583e+02,5.472422e-07,1.248319e-06,2.919190e-06,6.852996e-06,1.220015e-05,1.652344e-05,2.022062e-05,1.546999e-05,1.066918e-05,8.748340e-06,1.173633e-05,9.846765e-06,1.578090e-05,2.069076e-05,2.110186e-05,1.578131e-05,1.317475e-05,7.041240e-06,3.118137e-06,1.157701e-06,4.824222e-07,4.824222e-07,2.110186e-05,1.0000,0.9846,0.9849,ok
mlp,mup,tanh,2048,3,4,1.505264e+02,4.311042e-07,1.053092e-06,2.914166e-06,9.683118e-06,1.954620e-05,1.958916e-05,1.112296e-05,9.098883e-06,7.684183e-06,6.021363e-06,4.355625e-06,4.880807e-06,6.286008e-06,1.237568e-05,1.743312e-05,1.796476e-05,9.288471e-06,3.878182e-06,1.986339e-06,9.187270e-07,4.246096e-07,4.246096e-07,1.958916e-05,1.0000,0.9848,0.9849,ok
mlp,mup,tanh,4096,0,1,2.117822e+02,1.601739e-07,4.072037e-07,9.062942e-07,1.778508e-06,2.876847e-06,4.240213e-06,6.977754e-06,6.617638e-06,3.569731e-06,2.624431e-06,1.169213e-06,2.125164e-06,5.413405e-06,4.026202e-06,5.506283e-06,6.234389e-06,4.592658e-06,3.270280e-06,1.362259e-06,4.794494e-07,1.816893e-07,1.601739e-07,6.977754e-06,0.0000,0.986,0.9856,ok
mlp,mup,tanh,4096,0,2,2.110832e+02,1.634874e-07,4.083440e-07,7.544428e-07,1.430164e-06,2.894383e-06,4.407846e-06,4.648850e-06,5.068621e-06,5.099559e-06,2.796175e-06,2.192751e-06,2.184913e-06,2.808358e-06,3.723666e-06,4.343643e-06,4.656980e-06,4.762966e-06,3.125455e-06,1.516009e-06,4.942142e-07,1.772658e-07,1.634874e-07,5.099559e-06,0.0000,0.986,0.9862,ok
mlp,mup,tanh,4096,0,3,2.125599e+02,1.635628e-07,4.303239e-07,1.099988e-06,2.544742e-06,4.130181e-06,6.151527e-06,7.893948e-06,6.485877e-06,3.956788e-06,2.497078e-06,1.677830e-06,2.620361e-06,2.532308e-06,4.027894e-06,6.895754e-06,1.094816e-05,6.745385e-06,3.169526e-06,1.650493e-06,4.940889e-07,1.630638e-07,1.630638e-07,1.094816e-05,1.0000,0.986,0.9852,ok
mlp,mup,tanh,4096,0,4,2.115726e+02,1.567919e-07,4.389614e-07,1.257986e-06,2.827149e-06,5.090705e-06,6.505710e-06,7.812263e-06,5.649455e-06,3.215437e-06,1.975304e-06,1.976057e-06,2.911954e-06,4.472412e-06,5.813772e-06,6.969763e-06,5.791450e-06,4.049154e-06,2.219271e-06,8.862440e-07,3.012708e-07,1.333243e-07,1.333243e-07,7.812263e-06,1.0000,0.986,0.9855,ok
mlp,mup,tanh,4096,1,2,2.097257e+02,1.519127e-07,3.908213e-07,9.146369e-07,2.053559e-06,3.940813e-06,5.751559e-06,6.218031e-06,5.374309e-06,3.718476e-06,2.703117e-06,1.475058e-06,1.893449e-06,3.271155e-06,4.978374e-06,5.821915e-06,5.391403e-06,3.330276e-06,2.030324e-06,1.102493e-06,4.256086e-07,1.520674e-07,1.519127e-07,6.218031e-06,0.0000,0.9856,0.9862,ok
mlp,mup,tanh,4096,1,3,2.112347e+02,1.761270e-07,5.015883e-07,1.059442e-06,1.916599e-06,3.316096e-06,4.404202e-06,4.418471e-06,4.857554e-06,3.761048e-06,2.040057e-06,2.028754e-06,2.354974e-06,4.310393e-06,4.281607e-06,4.700485e-06,4.290820e-06,2.831022e-06,1.976268e-06,1.022821e-06,4.545391e-07,1.688737e-07,1.688737e-07,4.857554e-06,1.0000,0.9856,0.9852,ok
mlp,mup,tanh,4096,1,4,2.104647e+02,1.408789e-07,4.205608e-07,8.906657e-07,2.041428e-06,3.527119e-06,5.024676e-06,5.060912e-06,4.753626e-06,2.720028e-06,1.985899e-06,1.983299e-06,2.267963e-06,2.782476e-06,3.915904e-06,5.418440e-06,4.399244e-06,2.301092e-06,1.362401e-06,8.159689e-07,3.309517e-07,1.270765e-07,1.270765e-07,5.418440e-06,1.0000,0.9856,0.9855,ok
mlp,mup,tanh,4096,2,3,2.105511e+02,1.619341e-07,3.939967e-07,9.243961e-07,2.179108e-06,4.392219e-06,6.357335e-06,7.264951e-06,6.307942e-06,2.991031e-06,1.610148e-06,1.916527e-06,2.269625e-06,3.862096e-06,7.308146e-06,6.409327e-06,4.220622e-06,2.662787e-06,1.460515e-06,6.940341e-07,2.980583e-07,1.338572e-07,1.338572e-07,7.308146e-06,1.0000,0.9862,0.9852,ok
mlp,mup,tanh,4096,2,4,2.096781e+02,1.631864e-07,4.350841e-07,1.019597e-06,2.176802e-06,3.861258e-06,6.269142e-06,6.090591e-06,4.476308e-06,3.628686e-06,2.942224e-06,1.812445e-06,2.340297e-06,5.046325e-06,6.088416e-06,6.072944e-06,5.863892e-06,3.543188e-06,1.908083e-06,9.167613e-07,3.557513e-07,1.486708e-07,1.486708e-07,6.269142e-06,1.0000,0.9862,0.9855,ok
mlp,mup,tanh,4096,3,4,2.111672e+02,1.584210e-07,3.948493e-07,9.377911e-07,1.995100e-06,3.085599e-06,5.538158e-06,6.649996e-06,3.993239e-06,2.773406e-06,2.322165e-06,1.884715e-06,3.141302e-06,3.616850e-06,4.430025e-06,6.399240e-06,6.410826e-06,3.039886e-06,1.864433e-06,9.506285e-07,3.617015e-07,1.446062e-07,1.446062e-07,6.649996e-06,1.0000,0.9852,0.9855,ok
mlp,mup,swish,64,0,1,2.753254e+01,6.235553e-05,1.611261e-04,5.097264e-04,1.102472e-03,1.534565e-03,2.349830e-03,2.242531e-03,2.012662e-03,1.754116e-03,1.395846e-03,1.249146e-03,1.151446e-03,1.382685e-03,1.695578e-03,2.260899e-03,2.493277e-03,2.252689e-03,1.409864e-03,7.885763e-04,2.098328e-04,7.706780e-05,6.235553e-05,2.493277e-03,0.0000,0.982,0.9803,ok
mlp,mup,swish,64,0,2,2.773096e+01,9.733273e-05,3.598627e-04,1.246839e-03,2.333384e-03,5.101115e-03,4.227663e-03,3.731386e-03,3.402705e-03,3.450142e-03,2.474028e-03,1.623796e-03,1.622830e-03,2.554060e-03,4.377211e-03,5.604521e-03,4.640724e-03,3.366814e-03,3.091048e-03,1.419905e-03,4.456436e-04,9.455952e-05,9.455952e-05,5.604521e-03,1.0000,0.982,0.981,ok
mlp,mup,swish,64,0,3,2.718155e+01,1.200556e-04,5.431982e-04,2.115872e-03,2.881238e-03,3.266606e-03,3.605254e-03,2.759394e-03,2.121218e-03,1.904096e-03,1.390814e-03,1.246940e-03,1.739346e-03,2.177562e-03,2.770322e-03,3.192811e-03,3.391982e-03,3.027525e-03,2.549436e-03,1.539111e-03,8.600163e-04,1.571841e-04,1.200556e-04,3.605254e-03,0.0000,0.982,0.981,ok
mlp,mup,swish,64,0,4,2.714472e+01,7.507105e-05,2.830004e-04,1.053739e-03,1.929881e-03,2.269320e-03,2.270755e-03,2.562575e-03,2.987671e-03,2.185591e-03,1.361855e-03,1.401207e-03,1.817608e-03,2.236894e-03,2.761766e-03,2.910686e-03,2.644572e-03,2.389009e-03,1.810210e-03,8.210376e-04,2.355628e-04,8.887707e-05,7.507105e-05,2.987671e-03,0.0000,0.982,0.9811,ok
mlp,mup,swish,64,1,2,2.747703e+01,1.202202e-04,4.740455e-04,8.985344e-04,1.562612e-03,2.159587e-03,2.556547e-03,1.995177e-03,1.874428e-03,1.462104e-03,9.898731e-04,8.536532e-04,9.505865e-04,1.487552e-03,1.948821e-03,1.878423e-03,2.352170e-03,2.348655e-03,2.065713e-03,1.426471e-03,3.566667e-04,8.815898e-05,8.815898e-05,2.556547e-03,1.0000,0.9803,0.981,ok
mlp,mup,swish,64,1,3,2.724409e+01,1.412020e-04,5.637776e-04,2.222303e-03,3.491503e-03,3.896336e-03,3.272071e-03,3.433188e-03,3.485476e-03,2.831188e-03,2.581552e-03,2.347861e-03,2.390589e-03,2.583134e-03,3.064145e-03,3.935129e-03,3.580986e-03,3.407978e-03,3.232528e-03,2.151791e-03,7.333659e-04,1.640121e-04,1.412020e-04,3.935129e-03,0.0000,0.9803,0.981,ok
mlp,mup,swish,64,1,4,2.733410e+01,1.220105e-04,3.103261e-04,9.512781e-04,2.030249e-03,2.949858e-03,3.478606e-03,3.507242e-03,4.024191e-03,3.247667e-03,1.887270e-03,1.531827e-03,2.081208e-03,2.960560e-03,3.381977e-03,3.128598e-03,3.113036e-03,2.794925e-03,2.253855e-03,9.604297e-04,3.019717e-04,1.072266e-04,1.072266e-04,4.024191e-03,1.0000,0.9803,0.9811,ok
mlp,mup,swish,64,2,3,2.718925e+01,9.390447e-05,2.981172e-04,1.357083e-03,2.380679e-03,2.991067e-03,2.592153e-03,2.574453e-03,2.626652e-03,2.162868e-03,1.526478e-03,1.530294e-03,1.409722e-03,1.759872e-03,2.565131e-03,2.720381e-03,3.133625e-03,3.128871e-03,2.983241e-03,1.784592e-03,6.066612e-04,1.385721e-04,9.390447e-05,3.133625e-03,0.0000,0.981,0.981,ok
mlp,mup,swish,64,2,4,2.733217e+01,1.122782e-04,3.948366e-04,1.273470e-03,2.456268e-03,3.065610e-03,3.959290e-03,4.145349e-03,2.985974e-03,1.976246e-03,1.316668e-03,1.316576e-03,2.013369e-03,2.906182e-03,3.608986e-03,3.793054e-03,3.334383e-03,2.387267e-03,1.514108e-03,6.814375e-04,2.355606e-04,9.299957e-05,9.299957e-05,4.145349e-03,1.0000,0.981,0.9811,ok
mlp,mup,swish,64,3,4,2.700399e+01,1.374038e-04,5.958518e-04,1.416529e-03,1.565104e-03,1.944978e-03,2.348948e-03,2.688310e-03,2.648884e-03,1.892786e-03,1.298035e-03,9.749558e-04,9.370949e-04,1.164984e-03,1.970970e-03,3.195052e-03,2.978010e-03,3.219137e-03,2.271878e-03,1.186318e-03,3.768767e-04,1.245731e-04,1.245731e-04,3.219137e-03,1.0000,0.981,0.9811,ok
mlp,mup,swish,128,0,1,3.661600e+01,1.807167e-05,5.803025e-05,1.851386e-04,4.405412e-04,6.418280e-04,5.735665e-04,5.727182e-04,5.052945e-04,3.372292e-04,2.834640e-04,2.872931e-04,3.552608e-04,4.320945e-04,5.466212e-04,6.218664e-04,5.685744e-04,4.702873e-04,3.702447e-04,1.649114e-04,4.950971e-05,1.682681e-05,1.682681e-05,6.418280e-04,1.0000,0.9828,0.9821,ok
mlp,mup,swish,128,0,2,3.644824e+01,1.806433e-05,7.258094e-05,3.123316e-04,4.234745e-04,4.950495e-04,6.589043e-04,7.885500e-04,5.588033e-04,3.204760e-04,1.721985e-04,1.285614e-04,1.753976e-04,2.963284e-04,4.784388e-04,6.697376e-04,8.160880e-04,7.734238e-04,4.839496e-04,1.566392e-04,3.986463e-05,1.449314e-05,1.449314e-05,8.160880e-04,1.0000,0.9828,0.9837,ok
mlp,mup,swish,128,0,3,3.618081e+01,1.696333e-05,5.331830e-05,1.865157e-04,5.871009e-04,6.495038e-04,6.531276e-04,5.427882e-04,3.718429e-04,2.312963e-04,1.550354e-04,1.661323e-04,2.478695e-04,3.736206e-04,5.196538e-04,6.806169e-04,5.488009e-04,3.376240e-04,2.663950e-04,1.288237e-04,4.645761e-05,1.738439e-05,1.696333e-05,6.806169e-04,0.0000,0.9828,0.9852,ok
mlp,mup,swish,128,0,4,3.604565e+01,1.788846e-05,5.778639e-05,1.887108e-04,4.142553e-04,4.786934e-04,4.328722e-04,4.629537e-04,3.808982e-04,2.773095e-04,1.874338e-04,1.595311e-04,2.103550e-04,2.787952e-04,3.306036e-04,4.094976e-04,4.930287e-04,6.019749e-04,4.740657e-04,1.947338e-04,5.963814e-05,1.839924e-05,1.788846e-05,6.019749e-04,0.0000,0.9828,0.9842,ok
mlp,mup,swish,128,1,2,3.679713e+01,2.345691e-05,1.160432e-04,4.699528e-04,3.759879e-04,5.268679e-04,6.027282e-04,5.118050e-04,4.395145e-04,3.511656e-04,2.716931e-04,2.004465e-04,2.224109e-04,3.197317e-04,4.720675e-04,6.015149e-04,5.908889e-04,6.308196e-04,4.660789e-04,1.634289e-04,4.192404e-05,1.296072e-05,1.296072e-05,6.308196e-04,1.0000,0.9821,0.9837,ok
mlp,mup,swish,128,1,3,3.670095e+01,1.718562e-05,4.619516e-05,1.386055e-04,3.454814e-04,5.592764e-04,6.749364e-04,6.575268e-04,5.688717e-04,5.150140e-04,3.982061e-04,2.279968e-04,2.381817e-04,4.223802e-04,6.609768e-04,7.424780e-04,6.293615e-04,6.107438e-04,5.999204e-04,3.060078e-04,9.008216e-05,2.569813e-05,1.718562e-05,7.424780e-04,0.0000,0.9821,0.9852,ok
mlp,mup,swish,128,1,4,3.636626e+01,1.299720e-05,3.701874e-05,1.323504e-04,3.480694e-04,5.635554e-04,5.769647e-04,4.412628e-04,3.853657e-04,3.258793e-04,2.693553e-04,2.364759e-04,2.829746e-04,3.886563e-04,4.827563e-04,5.356724e-04,4.751802e-04,4.081214e-04,3.071175e-04,1.357009e-04,4.522729e-05,1.478886e-05,1.299720e-05,5.769647e-04,0.0000,0.9821,0.9842,ok
mlp,mup,swish,128,2,3,3.630542e+01,1.370106e-05,4.637898e-05,1.625307e-04,2.998831e-04,4.019885e-04,5.111924e-04,5.469509e-04,4.743544e-04,3.788188e-04,2.837828e-04,2.010935e-04,1.968732e-04,2.623311e-04,3.740040e-04,4.895653e-04,6.016904e-04,5.906416e-04,3.497098e-04,1.382201e-04,4.536818e-05,1.496515e-05,1.370106e-05,6.016904e-04,0.0000,0.9837,0.9852,ok
mlp,mup,swish,128,2,4,3.596346e+01,1.301221e-05,3.413939e-05,1.206822e-04,2.868616e-04,3.937167e-04,5.482768e-04,6.008521e-04,4.184270e-04,2.425881e-04,1.616135e-04,1.698254e-04,2.138200e-04,2.910477e-04,4.191729e-04,4.988713e-04,5.000979e-04,4.479293e-04,2.485494e-04,9.727587e-05,3.516473e-05,1.424212e-05,1.301221e-05,6.008521e-04,0.0000,0.9837,0.9842,ok
mlp,mup,swish,128,3,4,3.602793e+01,1.712142e-05,4.837343e-05,1.367513e-04,3.046741e-04,3.951152e-04,3.894001e-04,4.553846e-04,4.370018e-04,2.631246e-04,1.565517e-04,1.504922e-04,2.092421e-04,2.514605e-04,3.158399e-04,4.147221e-04,4.769304e-04,4.244502e-04,2.573810e-04,1.162132e-04,4.494190e-05,1.679263e-05,1.679263e-05,4.769304e-04,1.0000,0.9852,0.9842,ok
mlp,mup,swish,256,0,1,4.869866e+01,5.673983e-06,1.347043e-05,3.014842e-05,6.026427e-05,1.002161e-04,1.283330e-04,1.246851e-04,9.470543e-05,5.944264e-05,3.100230e-05,2.188941e-05,3.581764e-05,6.449341e-05,9.962813e-05,1.289341e-04,1.244387e-04,8.489649e-05,4.610169e-05,2.234029e-05,1.034848e-05,4.791321e-06,4.791321e-06,1.289341e-04,1.0000,0.986,0.985,ok
mlp,mup,swish,256,0,2,4.862946e+01,7.281499e-06,1.972390e-05,4.816103e-05,8.741660e-05,1.273902e-04,1.609406e-04,1.603394e-04,1.237152e-04,7.525929e-05,3.695650e-05,2.383008e-05,4.191224e-05,8.376055e-05,1.272386e-04,1.528728e-04,1.562226e-04,1.377650e-04,9.040536e-05,4.269311e-05,1.640017e-05,6.019606e-06,6.019606e-06,1.609406e-04,1.0000,0.986,0.9864,ok
mlp,mup,swish,256,0,3,4.871864e+01,4.883560e-06,1.154331e-05,2.625587e-05,5.687130e-05,1.068299e-04,1.290581e-04,1.145870e-04,9.231210e-05,5.692063e-05,2.760042e-05,1.828716e-05,2.799263e-05,5.081096e-05,7.783737e-05,9.826171e-05,1.020987e-04,9.822848e-05,9.176000e-05,5.352504e-05,1.932347e-05,6.700881e-06,4.883560e-06,1.290581e-04,0.0000,0.986,0.9863,ok
mlp,mup,swish,256,0,4,4.872946e+01,5.403138e-06,1.359781e-05,3.276194e-05,7.010816e-05,1.293139e-04,1.770387e-04,1.641497e-04,1.272579e-04,7.693000e-05,3.846363e-05,2.859602e-05,4.937792e-05,8.161994e-05,1.085663e-04,1.299784e-04,1.435719e-04,1.441156e-04,1.041462e-04,4.149122e-05,1.389708e-05,5.331800e-06,5.331800e-06,1.770387e-04,1.0000,0.986,0.9868,ok
mlp,mup,swish,256,1,2,4.846419e+01,4.985224e-06,1.208975e-05,3.102392e-05,6.884619e-05,1.048374e-04,1.188161e-04,1.104292e-04,8.694626e-05,5.628242e-05,3.135610e-05,2.194213e-05,2.963585e-05,5.633274e-05,9.068032e-05,1.197142e-04,1.296649e-04,1.073200e-04,6.045383e-05,2.677327e-05,1.107453e-05,4.625712e-06,4.625712e-06,1.296649e-04,1.0000,0.985,0.9864,ok
mlp,mup,swish,256,1,3,4.900729e+01,5.847550e-06,1.307736e-05,2.951025e-05,6.515173e-05,1.253299e-04,1.721236e-04,1.722971e-04,1.368606e-04,8.169368e-05,4.070800e-05,2.499116e-05,3.299613e-05,6.129462e-05,1.024495e-04,1.487468e-04,1.791396e-04,1.613998e-04,1.030343e-04,4.982569e-05,2.026459e-05,7.771615e-06,5.847550e-06,1.791396e-04,0.0000,0.985,0.9863,ok
mlp,mup,swish,256,1,4,4.861280e+01,3.743049e-06,7.657719e-06,1.635598e-05,3.591471e-05,7.427167e-05,1.131017e-04,1.132212e-04,8.116912e-05,5.231695e-05,3.527017e-05,2.893761e-05,3.510784e-05,5.527895e-05,8.357379e-05,1.035415e-04,9.974786e-05,7.316752e-05,4.334469e-05,2.228950e-05,1.027726e-05,4.662858e-06,3.743049e-06,1.132212e-04,0.0000,0.985,0.9868,ok
mlp,mup,swish,256,2,3,4.870589e+01,5.172485e-06,1.277020e-05,3.319630e-05,7.876409e-05,1.344481e-04,1.538941e-04,1.288554e-04,8.803205e-05,5.392268e-05,3.138846e-05,2.544956e-05,3.784964e-05,6.398491e-05,9.418780e-05,1.313989e-04,1.567217e-04,1.206242e-04,6.790629e-05,3.328395e-05,1.463072e-05,6.054282e-06,5.172485e-06,1.567217e-04,0.0000,0.9864,0.9863,ok
mlp,mup,swish,256,2,4,4.810900e+01,5.643382e-06,1.554235e-05,4.440002e-05,9.850902e-05,1.160460e-04,9.485470e-05,8.634405e-05,7.902577e-05,5.903313e-05,3.371401e-05,1.913001e-05,2.718049e-05,5.699867e-05,9.088493e-05,1.102552e-04,1.248126e-04,1.261061e-04,7.693682e-05,2.991326e-05,1.100410e-05,4.844547e-06,4.844547e-06,1.261061e-04,1.0000,0.9864,0.9868,ok
